periodic_issue,periodic_url,periodic_url_programme,periodic_date,is_programme
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1949, № 305 (7897), 27 декабря",https://electro.nekrasovka.ru/books/6167762/pages/1,https://api.electro.nekrasovka.ru/api/books/6167762/pages/4/img/original,1949/12/27,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1949, № 306 (7898), 28 декабря",https://electro.nekrasovka.ru/books/6167768/pages/1,https://api.electro.nekrasovka.ru/api/books/6167768/pages/4/img/original,1949/12/28,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1949, № 307 (7899), 29 декабря",https://electro.nekrasovka.ru/books/6167773/pages/1,https://api.electro.nekrasovka.ru/api/books/6167773/pages/4/img/original,1949/12/29,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1949, № 308 (7900), 30 декабря",https://electro.nekrasovka.ru/books/6167777/pages/1,https://api.electro.nekrasovka.ru/api/books/6167777/pages/4/img/original,1949/12/30,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1949, № 309 (7901), 31 декабря",https://electro.nekrasovka.ru/books/6167783/pages/1,https://api.electro.nekrasovka.ru/api/books/6167783/pages/4/img/original,1949/12/31,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 1 (7902), 2 января",https://electro.nekrasovka.ru/books/6166270/pages/1,https://api.electro.nekrasovka.ru/api/books/6166270/pages/4/img/original,1950/1/2,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 2 (7903), 3 января",https://electro.nekrasovka.ru/books/6166271/pages/1,https://api.electro.nekrasovka.ru/api/books/6166271/pages/4/img/original,1950/1/3,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 3 (7904), 4 января",https://electro.nekrasovka.ru/books/6166272/pages/1,https://api.electro.nekrasovka.ru/api/books/6166272/pages/4/img/original,1950/1/4,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 4 (7905), 5 января",https://electro.nekrasovka.ru/books/6166273/pages/1,https://api.electro.nekrasovka.ru/api/books/6166273/pages/4/img/original,1950/1/5,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 5 (7906), 6 января",https://electro.nekrasovka.ru/books/6166275/pages/1,https://api.electro.nekrasovka.ru/api/books/6166275/pages/4/img/original,1950/1/6,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 6 (7907), 7 января",https://electro.nekrasovka.ru/books/6166276/pages/1,https://api.electro.nekrasovka.ru/api/books/6166276/pages/4/img/original,1950/1/7,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 7 (7908), 9 января",https://electro.nekrasovka.ru/books/6166277/pages/1,https://api.electro.nekrasovka.ru/api/books/6166277/pages/4/img/original,1950/1/9,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 8 (7909), 10 января",https://electro.nekrasovka.ru/books/6166278/pages/1,https://api.electro.nekrasovka.ru/api/books/6166278/pages/4/img/original,1950/1/10,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 9 (7910), 11 января",https://electro.nekrasovka.ru/books/6166279/pages/1,https://api.electro.nekrasovka.ru/api/books/6166279/pages/4/img/original,1950/1/11,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 10 (7911), 12 января",https://electro.nekrasovka.ru/books/6166280/pages/1,https://api.electro.nekrasovka.ru/api/books/6166280/pages/4/img/original,1950/1/12,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 11 (7912), 13 января",https://electro.nekrasovka.ru/books/6166281/pages/1,https://api.electro.nekrasovka.ru/api/books/6166281/pages/4/img/original,1950/1/13,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 12 (7913), 14 января",https://electro.nekrasovka.ru/books/6166282/pages/1,https://api.electro.nekrasovka.ru/api/books/6166282/pages/4/img/original,1950/1/14,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 13 (7914), 16 января",https://electro.nekrasovka.ru/books/6166283/pages/1,https://api.electro.nekrasovka.ru/api/books/6166283/pages/4/img/original,1950/1/16,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 14 (7915), 17 января",https://electro.nekrasovka.ru/books/6166284/pages/1,https://api.electro.nekrasovka.ru/api/books/6166284/pages/4/img/original,1950/1/17,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 15 (7916), 18 января",https://electro.nekrasovka.ru/books/6166286/pages/1,https://api.electro.nekrasovka.ru/api/books/6166286/pages/4/img/original,1950/1/18,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 16 (7917), 19 января",https://electro.nekrasovka.ru/books/6166288/pages/1,https://api.electro.nekrasovka.ru/api/books/6166288/pages/4/img/original,1950/1/19,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 17 (7918), 20 января",https://electro.nekrasovka.ru/books/6166289/pages/1,https://api.electro.nekrasovka.ru/api/books/6166289/pages/4/img/original,1950/1/20,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 18 (7919), 21 января",https://electro.nekrasovka.ru/books/6166298/pages/1,https://api.electro.nekrasovka.ru/api/books/6166298/pages/4/img/original,1950/1/21,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 19 (7920), 22 января",https://electro.nekrasovka.ru/books/6166302/pages/1,https://api.electro.nekrasovka.ru/api/books/6166302/pages/4/img/original,1950/1/22,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 20 (7921), 24 января",https://electro.nekrasovka.ru/books/6166303/pages/1,https://api.electro.nekrasovka.ru/api/books/6166303/pages/4/img/original,1950/1/24,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 21 (7922), 25 января",https://electro.nekrasovka.ru/books/6166304/pages/1,https://api.electro.nekrasovka.ru/api/books/6166304/pages/4/img/original,1950/1/25,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 22 (7923), 26 января",https://electro.nekrasovka.ru/books/6166305/pages/1,https://api.electro.nekrasovka.ru/api/books/6166305/pages/4/img/original,1950/1/26,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 23 (7924), 27 января",https://electro.nekrasovka.ru/books/6166306/pages/1,https://api.electro.nekrasovka.ru/api/books/6166306/pages/4/img/original,1950/1/27,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 24 (7925), 28 января",https://electro.nekrasovka.ru/books/6166307/pages/1,https://api.electro.nekrasovka.ru/api/books/6166307/pages/4/img/original,1950/1/28,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 25 (7926), 30 января",https://electro.nekrasovka.ru/books/6166308/pages/1,https://api.electro.nekrasovka.ru/api/books/6166308/pages/4/img/original,1950/1/30,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 26 (7927), 31 января",https://electro.nekrasovka.ru/books/6166309/pages/1,https://api.electro.nekrasovka.ru/api/books/6166309/pages/4/img/original,1950/1/31,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 27 (7928), 1 февраля",https://electro.nekrasovka.ru/books/6166310/pages/1,https://api.electro.nekrasovka.ru/api/books/6166310/pages/4/img/original,1950/2/1,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 28 (7929), 2 февраля",https://electro.nekrasovka.ru/books/6166311/pages/1,https://api.electro.nekrasovka.ru/api/books/6166311/pages/4/img/original,1950/2/2,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 29 (7930), 3 февраля",https://electro.nekrasovka.ru/books/6166312/pages/1,https://api.electro.nekrasovka.ru/api/books/6166312/pages/4/img/original,1950/2/3,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 30 (7931), 4 февраля",https://electro.nekrasovka.ru/books/6166313/pages/1,https://api.electro.nekrasovka.ru/api/books/6166313/pages/4/img/original,1950/2/4,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 31 (7932), 6 февраля",https://electro.nekrasovka.ru/books/6166314/pages/1,https://api.electro.nekrasovka.ru/api/books/6166314/pages/4/img/original,1950/2/6,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 32 (7933), 7 февраля",https://electro.nekrasovka.ru/books/6166315/pages/1,https://api.electro.nekrasovka.ru/api/books/6166315/pages/4/img/original,1950/2/7,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 33 (7934), 8 февраля",https://electro.nekrasovka.ru/books/6166316/pages/1,https://api.electro.nekrasovka.ru/api/books/6166316/pages/4/img/original,1950/2/8,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 34 (7935), 9 февраля",https://electro.nekrasovka.ru/books/6166317/pages/1,https://api.electro.nekrasovka.ru/api/books/6166317/pages/4/img/original,1950/2/9,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 35 (7936), 10 февраля",https://electro.nekrasovka.ru/books/6166318/pages/1,https://api.electro.nekrasovka.ru/api/books/6166318/pages/4/img/original,1950/2/10,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 36 (7937), 11 февраля",https://electro.nekrasovka.ru/books/6166319/pages/1,https://api.electro.nekrasovka.ru/api/books/6166319/pages/4/img/original,1950/2/11,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 37 (7938), 13 февраля",https://electro.nekrasovka.ru/books/6166320/pages/1,https://api.electro.nekrasovka.ru/api/books/6166320/pages/4/img/original,1950/2/13,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 38 (7939), 14 февраля",https://electro.nekrasovka.ru/books/6166321/pages/1,https://api.electro.nekrasovka.ru/api/books/6166321/pages/4/img/original,1950/2/14,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 39 (7940), 15 февраля",https://electro.nekrasovka.ru/books/6166322/pages/1,https://api.electro.nekrasovka.ru/api/books/6166322/pages/4/img/original,1950/2/15,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 40 (7941), 16 февраля",https://electro.nekrasovka.ru/books/6166323/pages/1,https://api.electro.nekrasovka.ru/api/books/6166323/pages/4/img/original,1950/2/16,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 41 (7942), 17 февраля",https://electro.nekrasovka.ru/books/6166324/pages/1,https://api.electro.nekrasovka.ru/api/books/6166324/pages/4/img/original,1950/2/17,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 42 (7943), 18 февраля",https://electro.nekrasovka.ru/books/6166325/pages/1,https://api.electro.nekrasovka.ru/api/books/6166325/pages/4/img/original,1950/2/18,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 43 (7944), 20 февраля",https://electro.nekrasovka.ru/books/6166343/pages/1,https://api.electro.nekrasovka.ru/api/books/6166343/pages/4/img/original,1950/2/20,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 44 (7945), 21 февраля",https://electro.nekrasovka.ru/books/6166344/pages/1,https://api.electro.nekrasovka.ru/api/books/6166344/pages/4/img/original,1950/2/21,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 45 (7946), 22 февраля",https://electro.nekrasovka.ru/books/6166345/pages/1,https://api.electro.nekrasovka.ru/api/books/6166345/pages/4/img/original,1950/2/22,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 46 (7947), 23 февраля",https://electro.nekrasovka.ru/books/6166347/pages/1,https://api.electro.nekrasovka.ru/api/books/6166347/pages/4/img/original,1950/2/23,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 47 (7948), 24 февраля",https://electro.nekrasovka.ru/books/6166348/pages/1,https://api.electro.nekrasovka.ru/api/books/6166348/pages/4/img/original,1950/2/24,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 48 (7949), 25 февраля",https://electro.nekrasovka.ru/books/6166359/pages/1,https://api.electro.nekrasovka.ru/api/books/6166359/pages/4/img/original,1950/2/25,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 49 (7950), 27 февраля",https://electro.nekrasovka.ru/books/6166360/pages/1,https://api.electro.nekrasovka.ru/api/books/6166360/pages/4/img/original,1950/2/27,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 50 (7951), 28 февраля",https://electro.nekrasovka.ru/books/6166361/pages/1,https://api.electro.nekrasovka.ru/api/books/6166361/pages/4/img/original,1950/2/28,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 51 (7952), 1 марта",https://electro.nekrasovka.ru/books/6166363/pages/1,https://api.electro.nekrasovka.ru/api/books/6166363/pages/4/img/original,1950/3/1,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 52 (7953), 2 марта",https://electro.nekrasovka.ru/books/6166365/pages/1,https://api.electro.nekrasovka.ru/api/books/6166365/pages/4/img/original,1950/3/2,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 53 (7954), 3 марта",https://electro.nekrasovka.ru/books/6166367/pages/1,https://api.electro.nekrasovka.ru/api/books/6166367/pages/4/img/original,1950/3/3,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 54 (7955), 4 марта",https://electro.nekrasovka.ru/books/6166369/pages/1,https://api.electro.nekrasovka.ru/api/books/6166369/pages/4/img/original,1950/3/4,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 55 (7956), 6 марта",https://electro.nekrasovka.ru/books/6166371/pages/1,https://api.electro.nekrasovka.ru/api/books/6166371/pages/4/img/original,1950/3/6,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 56 (7957), 7 марта",https://electro.nekrasovka.ru/books/6166373/pages/1,https://api.electro.nekrasovka.ru/api/books/6166373/pages/4/img/original,1950/3/7,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 57 (7958), 8 марта",https://electro.nekrasovka.ru/books/6166375/pages/1,https://api.electro.nekrasovka.ru/api/books/6166375/pages/4/img/original,1950/3/8,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 58 (7959), 9 марта",https://electro.nekrasovka.ru/books/6166376/pages/1,https://api.electro.nekrasovka.ru/api/books/6166376/pages/4/img/original,1950/3/9,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 59 (7960), 10 марта",https://electro.nekrasovka.ru/books/6166378/pages/1,https://api.electro.nekrasovka.ru/api/books/6166378/pages/4/img/original,1950/3/10,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 60 (7961), 11 марта",https://electro.nekrasovka.ru/books/6166380/pages/1,https://api.electro.nekrasovka.ru/api/books/6166380/pages/4/img/original,1950/3/11,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 61 (7962), 12 марта",https://electro.nekrasovka.ru/books/6166381/pages/1,https://api.electro.nekrasovka.ru/api/books/6166381/pages/4/img/original,1950/3/12,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 62 (7963), 13 марта",https://electro.nekrasovka.ru/books/6166383/pages/1,https://api.electro.nekrasovka.ru/api/books/6166383/pages/4/img/original,1950/3/13,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 63 (7964), 14 марта",https://electro.nekrasovka.ru/books/6166385/pages/1,https://api.electro.nekrasovka.ru/api/books/6166385/pages/4/img/original,1950/3/14,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 64 (7965), 15 марта",https://electro.nekrasovka.ru/books/6166386/pages/1,https://api.electro.nekrasovka.ru/api/books/6166386/pages/4/img/original,1950/3/15,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 65 (7966), 16 марта",https://electro.nekrasovka.ru/books/6166387/pages/1,https://api.electro.nekrasovka.ru/api/books/6166387/pages/4/img/original,1950/3/16,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 66 (7967), 18 марта",https://electro.nekrasovka.ru/books/6166388/pages/1,https://api.electro.nekrasovka.ru/api/books/6166388/pages/4/img/original,1950/3/18,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 67 (7968), 20 марта",https://electro.nekrasovka.ru/books/6166389/pages/1,https://api.electro.nekrasovka.ru/api/books/6166389/pages/4/img/original,1950/3/20,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 68 (7969), 21 марта",https://electro.nekrasovka.ru/books/6166390/pages/1,https://api.electro.nekrasovka.ru/api/books/6166390/pages/4/img/original,1950/3/21,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 69 (7970), 22 марта",https://electro.nekrasovka.ru/books/6166391/pages/1,https://api.electro.nekrasovka.ru/api/books/6166391/pages/4/img/original,1950/3/22,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 70 (7971), 23 марта",https://electro.nekrasovka.ru/books/6166392/pages/1,https://api.electro.nekrasovka.ru/api/books/6166392/pages/4/img/original,1950/3/23,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 71 (7972), 24 марта",https://electro.nekrasovka.ru/books/6166394/pages/1,https://api.electro.nekrasovka.ru/api/books/6166394/pages/4/img/original,1950/3/24,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 72 (7973), 25 марта",https://electro.nekrasovka.ru/books/6166395/pages/1,https://api.electro.nekrasovka.ru/api/books/6166395/pages/4/img/original,1950/3/25,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 73 (7974), 27 марта",https://electro.nekrasovka.ru/books/6166396/pages/1,https://api.electro.nekrasovka.ru/api/books/6166396/pages/4/img/original,1950/3/27,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 74 (7975), 28 марта",https://electro.nekrasovka.ru/books/6166397/pages/1,https://api.electro.nekrasovka.ru/api/books/6166397/pages/4/img/original,1950/3/28,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 75 (7976), 29 марта",https://electro.nekrasovka.ru/books/6166398/pages/1,https://api.electro.nekrasovka.ru/api/books/6166398/pages/4/img/original,1950/3/29,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 76 (7977), 30 марта",https://electro.nekrasovka.ru/books/6166400/pages/1,https://api.electro.nekrasovka.ru/api/books/6166400/pages/4/img/original,1950/3/30,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 77 (7978), 31 марта",https://electro.nekrasovka.ru/books/6166401/pages/1,https://api.electro.nekrasovka.ru/api/books/6166401/pages/4/img/original,1950/3/31,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 78 (7979), 1 апреля",https://electro.nekrasovka.ru/books/6166414/pages/1,https://api.electro.nekrasovka.ru/api/books/6166414/pages/4/img/original,1950/4/1,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 79 (7980), 3 апреля",https://electro.nekrasovka.ru/books/6166417/pages/1,https://api.electro.nekrasovka.ru/api/books/6166417/pages/4/img/original,1950/4/3,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 80 (7981), 4 апреля",https://electro.nekrasovka.ru/books/6166418/pages/1,https://api.electro.nekrasovka.ru/api/books/6166418/pages/4/img/original,1950/4/4,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 81 (7982), 5 апреля",https://electro.nekrasovka.ru/books/6166419/pages/1,https://api.electro.nekrasovka.ru/api/books/6166419/pages/4/img/original,1950/4/5,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 82 (7983), 6 апреля",https://electro.nekrasovka.ru/books/6166420/pages/1,https://api.electro.nekrasovka.ru/api/books/6166420/pages/4/img/original,1950/4/6,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 83 (7984), 7 апреля",https://electro.nekrasovka.ru/books/6166421/pages/1,https://api.electro.nekrasovka.ru/api/books/6166421/pages/4/img/original,1950/4/7,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 84 (7985), 8 апреля",https://electro.nekrasovka.ru/books/6166424/pages/1,https://api.electro.nekrasovka.ru/api/books/6166424/pages/4/img/original,1950/4/8,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 85 (7986), 10 апреля",https://electro.nekrasovka.ru/books/6166425/pages/1,https://api.electro.nekrasovka.ru/api/books/6166425/pages/4/img/original,1950/4/10,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 86 (7987), 11 апреля",https://electro.nekrasovka.ru/books/6166426/pages/1,https://api.electro.nekrasovka.ru/api/books/6166426/pages/4/img/original,1950/4/11,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 87 (7988), 12 апреля",https://electro.nekrasovka.ru/books/6166440/pages/1,https://api.electro.nekrasovka.ru/api/books/6166440/pages/4/img/original,1950/4/12,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 88 (7989), 13 апреля",https://electro.nekrasovka.ru/books/6166442/pages/1,https://api.electro.nekrasovka.ru/api/books/6166442/pages/4/img/original,1950/4/13,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 89 (7990), 14 апреля",https://electro.nekrasovka.ru/books/6166444/pages/1,https://api.electro.nekrasovka.ru/api/books/6166444/pages/4/img/original,1950/4/14,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 90 (7991), 15 апреля",https://electro.nekrasovka.ru/books/6166446/pages/1,https://api.electro.nekrasovka.ru/api/books/6166446/pages/4/img/original,1950/4/15,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 91 (7992), 17 апреля",https://electro.nekrasovka.ru/books/6166449/pages/1,https://api.electro.nekrasovka.ru/api/books/6166449/pages/4/img/original,1950/4/17,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 92 (7993), 18 апреля",https://electro.nekrasovka.ru/books/6166451/pages/1,https://api.electro.nekrasovka.ru/api/books/6166451/pages/4/img/original,1950/4/18,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 93 (7994), 19 апреля",https://electro.nekrasovka.ru/books/6166454/pages/1,https://api.electro.nekrasovka.ru/api/books/6166454/pages/4/img/original,1950/4/19,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 94 (7995), 20 апреля",https://electro.nekrasovka.ru/books/6166456/pages/1,https://api.electro.nekrasovka.ru/api/books/6166456/pages/4/img/original,1950/4/20,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 95 (7996), 21 апреля",https://electro.nekrasovka.ru/books/6166458/pages/1,https://api.electro.nekrasovka.ru/api/books/6166458/pages/4/img/original,1950/4/21,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 96 (7997), 22 апреля",https://electro.nekrasovka.ru/books/6166459/pages/1,https://api.electro.nekrasovka.ru/api/books/6166459/pages/4/img/original,1950/4/22,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 97 (7998), 24 апреля",https://electro.nekrasovka.ru/books/6166461/pages/1,https://api.electro.nekrasovka.ru/api/books/6166461/pages/4/img/original,1950/4/24,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 98 (7999), 25 апреля",https://electro.nekrasovka.ru/books/6166463/pages/1,https://api.electro.nekrasovka.ru/api/books/6166463/pages/4/img/original,1950/4/25,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 99 (8000), 26 апреля",https://electro.nekrasovka.ru/books/6166472/pages/1,https://api.electro.nekrasovka.ru/api/books/6166472/pages/4/img/original,1950/4/26,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 100 (8001), 27 апреля",https://electro.nekrasovka.ru/books/6166474/pages/1,https://api.electro.nekrasovka.ru/api/books/6166474/pages/4/img/original,1950/4/27,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 101 (8002), 28 апреля",https://electro.nekrasovka.ru/books/6166477/pages/1,https://api.electro.nekrasovka.ru/api/books/6166477/pages/4/img/original,1950/4/28,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 102 (8003), 29 апреля",https://electro.nekrasovka.ru/books/6166479/pages/1,https://api.electro.nekrasovka.ru/api/books/6166479/pages/4/img/original,1950/4/29,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 103 (8004), 1 мая",https://electro.nekrasovka.ru/books/6166481/pages/1,https://api.electro.nekrasovka.ru/api/books/6166481/pages/4/img/original,1950/5/1,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 104 (8005), 3 мая",https://electro.nekrasovka.ru/books/6166483/pages/1,https://api.electro.nekrasovka.ru/api/books/6166483/pages/4/img/original,1950/5/3,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 105 (8006), 4 мая",https://electro.nekrasovka.ru/books/6166484/pages/1,https://api.electro.nekrasovka.ru/api/books/6166484/pages/4/img/original,1950/5/4,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 106 (8007), 5 мая",https://electro.nekrasovka.ru/books/6166485/pages/1,https://api.electro.nekrasovka.ru/api/books/6166485/pages/4/img/original,1950/5/5,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 107 (8008), 6 мая",https://electro.nekrasovka.ru/books/6166486/pages/1,https://api.electro.nekrasovka.ru/api/books/6166486/pages/4/img/original,1950/5/6,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 108 (8009), 8 мая",https://electro.nekrasovka.ru/books/6166487/pages/1,https://api.electro.nekrasovka.ru/api/books/6166487/pages/4/img/original,1950/5/8,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1950, № 109 (8010), 9 мая",https://electro.nekrasovka.ru/books/6166491/pages/1,https://api.electro.nekrasovka.ru/api/books/6166491/pages/4/img/original,1950/5/9,1
