title (original),IMDB id,film_id,IMDB_url,Directors,Writers,Actors,Country of origin,Duration (min),Year of Production
Canzoni per le strade,tt0041226,flm0001326,https://www.imdb.com/title/tt0041226/,,,,,,
Divá Bára,tt0167898,flm0001327,https://www.imdb.com/title/tt0167898/,,,,,,
Новости дня № 17 1952 г.,,flm0001328,,,,,,,
Новости дня № 18 1952 г.,,flm0001329,,,,,,,
Maytime,tt0029222,flm0001330,https://www.imdb.com/title/tt0029222/,,,,,,
Юные спортсмены,,flm0001331,,,,,,,
Песня молодости,tt0237561,flm0001332,https://www.imdb.com/title/tt0237561/,,,,,,
Зарубежные гости в СССР,,flm0001333,,,,,,,
Спортивный праздник молодежи,tt0445847,flm0001334,https://www.imdb.com/title/tt0445847/,,,,,,
Незабываемый 1919 год,tt0044964,flm0001335,https://www.imdb.com/title/tt0044964/,,,,,,
Новости дня № 20 1952 г.,,flm0001336,,,,,,,
Международное соревнование боксеров,,flm0001337,,,,,,,
Tarzan Finds a Son!,tt0032007,flm0001338,https://www.imdb.com/title/tt0032007/,,,,,,
В лесах южной Киргизии,,flm0001339,,,,,,,
Конники Кубани,,flm0001340,,,,,,,
Нефтяники Каспия,,flm0001341,,,,,,,
Новости дня № 21 1952 г.,,flm0001342,,,,,,,
Новости дня № 22 1952 г.,,flm0001343,,,,,,,
Новости дня № 23 1952 г.,,flm0001344,,,,,,,
500-летие со дня рождения Леонардо да Винчи,,flm0001345,,,,,,,
На всякого мудреца довольно простоты 1 серия,tt0044949,flm0001346,https://www.imdb.com/title/tt0044949/,,,,,,
На всякого мудреца довольно простоты 2 серия,tt0044949,flm0001347,https://www.imdb.com/title/tt0044949/,,,,,,
Tüzkeresztség,tt0044160,flm0001348,https://www.imdb.com/title/tt0044160/,,,,,,
Новости дня № 24 1952 г.,,flm0001349,,,,,,,
Первые крылья,,flm0001350,,,,,,,
Mlodosc Chopina,tt0044911,flm0001351,https://www.imdb.com/title/tt0044911/,,,,,,
За счастье детей,,flm0001352,,,,,,,
Новости дня № 25 1952 г.,,flm0001353,,,,,,,
Пионерия № 5 1952 г.,,flm0001354,,,,,,,
"Детский киносборник № 34 ""Друзья товарищи"" 1952 г.",,flm0001355,,,,,,,
Nyugati övezet,tt0017597,flm0001356,https://www.imdb.com/title/tt0017597/,,,,,,
Новости дня № 26 1952 г.,,flm0001357,,,,,,,
Библиотека имени В.И.Ленина,,flm0001358,,,,,,,
Библиотека имени В.И. Ленина,,flm0001359,,,,,,,
Советский спорт № 5 1952 г.,,flm0001360,,,,,,,
Цветной киносборник № 34 1952 г.,,flm0001361,,,,,,,
Москва - Симферополь,,flm0001362,,,,,,,
Новости дня № 27 1952 г.,,flm0001363,,,,,,,
Международное экономическое совещание,,flm0001364,,,,,,,
Живой труп 1 серия,tt0045350,flm0001365,https://www.imdb.com/title/tt0045350/,,,,,,
Живой труп 2 серия,tt0045350,flm0001366,https://www.imdb.com/title/tt0045350/,,,,,,
Открытие футбольного сезона в Москве,,flm0001367,,,,,,,
Новости дня № 28 1952 г.,,flm0001368,,,,,,,
Колхоз Рассвет,tt0176894,flm0001369,https://www.imdb.com/title/tt0176894/,,,,,,
Новости сельского хозяйства № 5 1952 г.,,flm0001370,,,,,,,
От Арала до Каспия,,flm0001371,,,,,,,
Советский спорт № 6 1952 г.,,flm0001372,,,,,,,
Новости дня № 29 1952 г.,,flm0001373,,,,,,,
По Индии,,flm0001374,,,,,,,
Украденное счастье,tt0045273,flm0001375,https://www.imdb.com/title/tt0045273/,,,,,,
Первенство Европы по баскетболу,,flm0001376,,,,,,,
Пионерия № 6 1952 г.,,flm0001377,,,,,,,
Новости дня № 30 1952 г.,,flm0001378,,,,,,,
Первое мая 1952 года,,flm0001379,,,,,,,
Мордовская АССР,tt0171541,flm0001380,https://www.imdb.com/title/tt0171541/,,,,,,
Civil a pályán,tt0043415,flm0001381,https://www.imdb.com/title/tt0043415/,,,,,,
Новости дня № 31 1952 г.,,flm0001382,,,,,,,
Наука и техника № 7 1952 г.,,flm0001383,,,,,,,
Пионерия № 7 1952 г.,,flm0001384,,,,,,,
Богдан Хмельницкий (на укр. яз.),tt0033422,flm0001385,https://www.imdb.com/title/tt0033422/,,,,,,
Das verurteilte Dorf,tt0045290,flm0001386,https://www.imdb.com/title/tt0045290/,,,,,,
Новости дня № 32 1952 г.,,flm0001387,,,,,,,
В керженских лесах,,flm0001388,,,,,,,
Спорт на Украине,,flm0001389,,,,,,,
Товарищеские встречи советских и болгарских футболистов,,flm0001390,,,,,,,
Виктор Васнецов,,flm0001391,,,,,,,
Новости дня № 33 1952 г.,,flm0001392,,,,,,,
Международная встреча велосипедистов,,flm0001393,,,,,,,
Советский спорт № 7 1952 г.,,flm0001394,,,,,,,
Новости дня № 34 1952 г.,,flm0001395,,,,,,,
Пахта-Ой,tt12819310,flm0001396,https://www.imdb.com/title/tt12819310/,,,,,,
Akce B,tt0168452,flm0001397,https://www.imdb.com/title/tt0168452/,,,,,,
Новости дня № 35 1952 г.,,flm0001398,,,,,,,
Under the Red Robe,tt0029712,flm0001399,https://www.imdb.com/title/tt0029712/,,,,,,
Велогонки Москва-Харьков-Москва,,flm0001400,,,,,,,
Учитель танцев 1 серия,tt0314811,flm0001401,https://www.imdb.com/title/tt0314811/,,,,,,
Учитель танцев 2 серия,tt0314811,flm0001402,https://www.imdb.com/title/tt0314811/,,,,,,
Открытие Волго-донского судоходного канала имени В. И. Ленина,,flm0001403,,,,,,,
Новости дня № 36 1952 г.,,flm0001404,,,,,,,
Новости дня № 37 1952 г.,,flm0001405,,,,,,,
Новости дня № 38 1952 г.,,flm0001406,,,,,,,
Повесть об охоте,,flm0001407,,,,,,,
Новости дня № 39 1952 г.,,flm0001408,,,,,,,
Выставка в Бомбее,,flm0001409,,,,,,,
Пионерия № 9 1952 г.,,flm0001410,,,,,,,
Адыгейская автономная область,tt0175428,flm0001411,https://www.imdb.com/title/tt0175428/,,,,,,
Навстречу жизни,tt0044956,flm0001412,https://www.imdb.com/title/tt0044956/,,,,,,
"Правда - хорошо, а счастье лучше",tt0239829,flm0001413,https://www.imdb.com/title/tt0239829/,,,,,,
Новости дня № 40 1952 г.,,flm0001414,,,,,,,
Пионерия № 10 1952 г.,,flm0001415,,,,,,,
Советский спорт № 8 1952 г.,,flm0001416,,,,,,,
Художник Василий Верещагин,,flm0001417,,,,,,,
Новости дня № 41 1952 г.,,flm0001418,,,,,,,
Min zhu qing nian jin xing qu,tt0347543,flm0001419,https://www.imdb.com/title/tt0347543/,,,,,,
Советская Кабарда,,flm0001420,,,,,,,
Наука и техника № 9 1952 г.,,flm0001421,,,,,,,
Всесоюзная художественная выставка 1951 г.,,flm0001422,,,,,,,
Utro nad rodinata,tt0234958,flm0001423,https://www.imdb.com/title/tt0234958/,,,,,,
Новости дня № 42 1952 г.,,flm0001424,,,,,,,
Новости сельского хозяйства № 8 1952 г.,,flm0001425,,,,,,,
Ruusu ja kulkuri,tt0134071,flm0001426,https://www.imdb.com/title/tt0134071/,,,,,,
Концерт мастеров искусств,tt0044805,flm0001427,https://www.imdb.com/title/tt0044805/,,,,,,
Новости дня № 44 1952 г.,,flm0001428,,,,,,,
Композитор Глинка,tt0044804,flm0001429,https://www.imdb.com/title/tt0044804/,,,,,,
Дом авиации,,flm0001430,,,,,,,
Новости дня № 45 1952 г.,,flm0001431,,,,,,,
На дне 1 серия,tt0044948,flm0001432,https://www.imdb.com/title/tt0044948/,,,,,,
На дне 2 серия,tt0044948,flm0001433,https://www.imdb.com/title/tt0044948/,,,,,,
Разлом 1 серия,tt0239883,flm0001434,https://www.imdb.com/title/tt0239883/,,,,,,
Аленький цветочек,tt0949326,flm0001435,https://www.imdb.com/title/tt0949326/,,,,,,
Соревнования на первенство мира по волейболу,,flm0001436,,,,,,,
Новости дня № 46 1952 г.,,flm0001437,,,,,,,
Разлом 2 серия,tt0239883,flm0001438,https://www.imdb.com/title/tt0239883/,,,,,,
Prélude à la gloire,tt0142782,flm0001439,https://www.imdb.com/title/tt0142782/,,,,,,
Новости дня № 48 1952 г.,,flm0001440,,,,,,,
Новости дня № 49 1952 г.,,flm0001441,,,,,,,
"Майская ночь, или утопленница",tt0046056,flm0001442,https://www.imdb.com/title/tt0046056/,,,,,,
Новости дня № 50 1952 г.,,flm0001443,,,,,,,
Волго-Дон,,flm0001444,,,,,,,
Концерт мастеров украинского искусства,tt0044806,flm0001445,https://www.imdb.com/title/tt0044806/,,,,,,
Коми АССР,,flm0001446,,,,,,,
Комсомольск,tt0303311,flm0001447,https://www.imdb.com/title/tt0303311/,,,,,,
Советский спорт № 10 1952 г.,,flm0001448,,,,,,,
Новости дня № 51 1952 г.,,flm0001449,,,,,,,
Фестиваль научно-популярных хроникально-документальных фильмов,,flm0001450,,,,,,,
Ревизор,tt0045084,flm0001451,https://www.imdb.com/title/tt0045084/,,,,,,
35-ый Октябрь,,flm0001452,,,,,,,
Новости дня № 53 1952 г.,,flm0001453,,,,,,,
Новости дня № 54 1952 г.,,flm0001454,,,,,,,
Наука и техника № 11 1952 г.,,flm0001455,,,,,,,
Липецк,,flm0001456,,,,,,,
Песни молодости,tt0237561,flm0001457,https://www.imdb.com/title/tt0237561/,,,,,,
Новости дня № 55 1952 г.,,flm0001458,,,,,,,
И. П. Павлов,,flm0001459,,,,,,,
Самгори,,flm0001460,,,,,,,
Урал,,flm0001461,,,,,,,
Советский спорт № 11 1952 г.,,flm0001462,,,,,,,
На воздушных путях,,flm0001463,,,,,,,
Кемери,,flm0001464,,,,,,,
По берегам нижней Волги,tt0239812,flm0001465,https://www.imdb.com/title/tt0239812/,,,,,,
Сокровищница культуры,,flm0001466,,,,,,,
В степях Украины,tt0173400,flm0001467,https://www.imdb.com/title/tt0173400/,,,,,,
Новости сельского хозяйства № 9 1952 г.,,flm0001468,,,,,,,
Enrico Caruso - Leggenda di una voce,tt0043505,flm0001469,https://www.imdb.com/title/tt0043505/,,,,,,
Пионерия № 14 1952 г.,,flm0001470,,,,,,,
Новости дня № 57 1952 г.,,flm0001471,,,,,,,
Забота родины,,flm0001472,,,,,,,
На ледяной дорожке,,flm0001473,,,,,,,
Живопись Маковского,,flm0001474,,,,,,,
Новости дня № 56 1952 г.,,flm0001475,,,,,,,
По Алтаю,,flm0001476,,,,,,,
В Ясной поляне,tt0173400,flm0001477,https://www.imdb.com/title/tt0173400/,,,,,,
Павлинка,tt0177098,flm0001478,https://www.imdb.com/title/tt0177098/,,,,,,
Голос миролюбивого советского народа,,flm0001479,,,,,,,
Новости дня № 58 1952 г.,,flm0001480,,,,,,,
Олень и волк,tt6053002,flm0001481,https://www.imdb.com/title/tt6053002/,,,,,,
Охотничье ружье,tt6071046,flm0001482,https://www.imdb.com/title/tt6071046/,,,,,,
Новости сельского хозяйства № 9 1951 г.,,flm0001483,,,,,,,
Новости сельского хозяйства № 12 1951 г.,,flm0001484,,,,,,,
Новости дня № 59 1952 г.,,flm0001485,,,,,,,
Наука и техника № 12 1952 г.,,flm0001486,,,,,,,
Мультфильмы,,flm0001487,,,,,,,
Наука и техника № 6 1952 г.,,flm0001488,,,,,,,
Наука и техника №10 1950 г.,,flm0001489,,,,,,,
Наука и техника №1 1951 г.,,flm0001490,,,,,,,
Наука и техника №10 1951 г.,,flm0001491,,,,,,,
Наука и техника №6 1952 г.,,flm0001492,,,,,,,
Наука и техника №7 1952 г.,,flm0001493,,,,,,,
Наука и техника №11 1952 г.,,flm0001494,,,,,,,
Во льдах океана,tt0045998,flm0001495,https://www.imdb.com/title/tt0045998/,,,,,,
Новости дня № 59 1953 г.,,flm0001496,,,,,,,
Наука и техника № 12 1953 г.,,flm0001497,,,,,,,
Советский спорт № 12 1953 г.,,flm0001498,,,,,,,
Пионерское лето,,flm0001499,,,,,,,
Каштанка,tt2964476,flm0001500,https://www.imdb.com/title/tt2964476/,,,,,,
Новости дня № 58 1953 г.,,flm0001501,,,,,,,
Садко,tt0046264,flm0001502,https://www.imdb.com/title/tt0046264/,,,,,,
Новости дня № 60 1953 г.,,flm0001503,,,,,,,
Командное первенство СССР по боксу,,flm0001504,,,,,,,
Пионерия № 15 1953 г.,,flm0001505,,,,,,,
Наука и техника № 1 1953 г.,,flm0001506,,,,,,,
Новости дня № 1 1953 г.,,flm0001507,,,,,,,
Первенство Советского Союза по легкой атлетике,,flm0001508,,,,,,,
Новости дня № 2 1953 г.,,flm0001509,,,,,,,
Pierwsze dni,tt0045032,flm0001510,https://www.imdb.com/title/tt0045032/,,,,,,
Слон и муравей,tt6344820,flm0001511,https://www.imdb.com/title/tt6344820/,,,,,,
Когда зажигаются елки,tt0211466,flm0001512,https://www.imdb.com/title/tt0211466/,,,,,,
Международная ярмарка в Лейпциге,,flm0001513,,,,,,,
Цветные мультипликации,,flm0001514,,,,,,,
Sein großer Sieg,tt0045134,flm0001515,https://www.imdb.com/title/tt0045134/,,,,,,
Оборона Царицына,tt4577512,flm0001516,https://www.imdb.com/title/tt4577512/,,,,,,
Новости дня № 3 1953 г.,,flm0001517,,,,,,,
Erkel,tt0044595,flm0001518,https://www.imdb.com/title/tt0044595/,,,,,,
Новости дня № 4 1953 г.,,flm0001519,,,,,,,
В Заилийском Ала-Тау,,flm0001520,,,,,,,
Советский спорт № 1 1953 г.,,flm0001521,,,,,,,
Будущие мореходы,,flm0001522,,,,,,,
Наука и техника № 2 1953 г.,,flm0001523,,,,,,,
Новости дня № 5 1953 г.,,flm0001524,,,,,,,
Молодые моряки,,flm0001525,,,,,,,
Русский хрусталь,,flm0001526,,,,,,,
Нефтяники Башкирии,,flm0001527,,,,,,,
Планеристы,,flm0001528,,,,,,,
Мастера спортивной гимнастики,,flm0001529,,,,,,,
Международные соревнования конькобежцев,,flm0001530,,,,,,,
Мультипликации,,flm0001531,,,,,,,
Новости дня № 6 1953 г.,,flm0001532,,,,,,,
Максимка,tt0044891,flm0001533,https://www.imdb.com/title/tt0044891/,,,,,,
Албания,tt0211910,flm0001534,https://www.imdb.com/title/tt0211910/,,,,,,
Молот,,flm0001535,,,,,,,
Ren min de zhan shi,tt13358428,flm0001536,https://www.imdb.com/title/tt13358428/,,,,,,
Новости дня № 7 1953 г.,,flm0001537,,,,,,,
Пионерия № 1 1953 г.,,flm0001538,,,,,,,
Новости сельского хозяйства № 10 1953 г.,,flm0001539,,,,,,,
Горячее сердце 1 серия,tt0045833,flm0001540,https://www.imdb.com/title/tt0045833/,,,,,,
Сражающийся Вьетнам,,flm0001541,,,,,,,
Новости дня № 8 1953 г.,,flm0001542,,,,,,,
Новости сельского хозяйства № 11 1953 г.,,flm0001543,,,,,,,
Горячее сердце 2 серия,tt0045833,flm0001544,https://www.imdb.com/title/tt0045833/,,,,,,
Captain Blood,tt0026174,flm0001545,https://www.imdb.com/title/tt0026174/,,,,,,
Новости дня № 9 1953 г.,,flm0001546,,,,,,,
Новости сельского хозяйства № 12 1953 г.,,flm0001547,,,,,,,
В Никитском ботаническом саду,,flm0001548,,,,,,,
,tt0234958,flm0001549,https://www.imdb.com/title/tt0234958/,,,,,,
Любовь Яровая 1 серия,tt0046019,flm0001550,https://www.imdb.com/title/tt0046019/,,,,,,
Любовь Яровая 2 серия,tt0046019,flm0001551,https://www.imdb.com/title/tt0046019/,,,,,,
Новости дня № 11 1953 г.,,flm0001552,,,,,,,
Возвращение Василия Бортникова,tt0045301,flm0001553,https://www.imdb.com/title/tt0045301/,,,,,,
Мастера фигурного катания,,flm0001554,,,,,,,
Встреча друзей,,flm0001555,,,,,,,
Неразлучные друзья,tt0046682,flm0001556,https://www.imdb.com/title/tt0046682/,,,,,,
Твои книжки,tt0175262,flm0001557,https://www.imdb.com/title/tt0175262/,,,,,,
Голос народов мира,,flm0001558,,,,,,,
Снегурочка,tt0045160,flm0001559,https://www.imdb.com/title/tt0045160/,,,,,,
Весна в Москве,tt0171886,flm0001560,https://www.imdb.com/title/tt0171886/,,,,,,
На Памире,,flm0001561,,,,,,,
Mitrea Cocor,tt0044910,flm0001562,https://www.imdb.com/title/tt0044910/,,,,,,
The Adventures of Robin Hood,tt0298433,flm0001563,https://www.imdb.com/title/tt0298433/,,,,,,
Нахлебник,tt0046119,flm0001564,https://www.imdb.com/title/tt0046119/,,,,,,
Советские конькобежцы - чемпионы мира,,flm0001565,,,,,,,
Советский спорт № 3 1953 г.,,flm0001566,,,,,,,
Zítra se bude tancit vsude,tt0295760,flm0001567,https://www.imdb.com/title/tt0295760/,,,,,,
В мире пчел,,flm0001568,,,,,,,
Новости дня № 17 1953 г.,,flm0001569,,,,,,,
Únos,tt0045280,flm0001570,https://www.imdb.com/title/tt0045280/,,,,,,
По Иртышу,,flm0001571,,,,,,,
У подножья Машука,,flm0001572,,,,,,,
Адмирал Ушаков,tt0045473,flm0001573,https://www.imdb.com/title/tt0045473/,,,,,,
Новости дня № 18 1953 г.,,flm0001574,,,,,,,
Новости дня № 19 1953 г.,,flm0001575,,,,,,,
Спортсмены Грузии,,flm0001576,,,,,,,
Беловежская пуща,,flm0001577,,,,,,,
Наука и техника № 3 1953 г.,,flm0001578,,,,,,,
Советский спорт № 4 1953 г.,,flm0001579,,,,,,,
Пионерия № 4 1955 г.,,flm0001580,,,,,,,
Кто первый,tt6118508,flm0001581,https://www.imdb.com/title/tt6118508/,,,,,,
Первый урок,tt6016586,flm0001582,https://www.imdb.com/title/tt6016586/,,,,,,
Новости дня № 20 1953 г.,,flm0001583,,,,,,,
Лес 1 серия,tt0045994,flm0001584,https://www.imdb.com/title/tt0045994/,,,,,,
Лес 2 серия,tt0045994,flm0001585,https://www.imdb.com/title/tt0045994/,,,,,,
Císaruv pekar - Pekaruv císar,tt0043411,flm0001586,https://www.imdb.com/title/tt0043411/,,,,,,
По Хабаровскому краю,,flm0001587,,,,,,,
Vihar,tt0044193,flm0001588,https://www.imdb.com/title/tt0044193/,,,,,,
Новости дня № 21 1953 г.,,flm0001589,,,,,,,
Новости дня № 22 1953 г.,,flm0001590,,,,,,,
Lúdas Matyi,tt0041608,flm0001591,https://www.imdb.com/title/tt0041608/,,,,,,
Новости дня № 23 1953 г.,,flm0001592,,,,,,,
Спорт и здоровье,,flm0001593,,,,,,,
Джамбул,tt0044576,flm0001594,https://www.imdb.com/title/tt0044576/,,,,,,
Новости дня № 24 1953 г.,,flm0001595,,,,,,,
Новости дня № 25 1953 г.,,flm0001596,,,,,,,
Ruy Blas,tt0039792,flm0001597,https://www.imdb.com/title/tt0039792/,,,,,,
Новости дня № 26 1953 г.,,flm0001598,,,,,,,
Веселые путешественники,,flm0001599,,,,,,,
Чук и Гек,tt0045627,flm0001600,https://www.imdb.com/title/tt0045627/,,,,,,
Счастливое детство,tt0239952,flm0001601,https://www.imdb.com/title/tt0239952/,,,,,,
Случай на зимовке,,flm0001602,,,,,,,
Покорители вершин,tt0264929,flm0001603,https://www.imdb.com/title/tt0264929/,,,,,,
Белинский,tt0043329,flm0001604,https://www.imdb.com/title/tt0043329/,,,,,,
Кето и Котэ,tt0045957,flm0001605,https://www.imdb.com/title/tt0045957/,,,,,,
Новости дня № 27 1953 г.,,flm0001606,,,,,,,
Советский спорт № 5 1953 г.,,flm0001607,,,,,,,
Пионерия № 5 1953 г.,,flm0001608,,,,,,,
Земляника,,flm0001609,,,,,,,
Новости дня № 28 1953 г.,,flm0001610,,,,,,,
Советские женщины,,flm0001611,,,,,,,
Наука и техника № 6 1953 г.,,flm0001612,,,,,,,
Поют жаворонки,tt5229498,flm0001613,https://www.imdb.com/title/tt5229498/,,,,,,
Новости дня № 29 1953 г.,,flm0001614,,,,,,,
У самого синего моря,tt0028436,flm0001615,https://www.imdb.com/title/tt0028436/,,,,,,
Állami áruház,tt0045355,flm0001616,https://www.imdb.com/title/tt0045355/,,,,,,
Новости дня № 30 1953 г.,,flm0001617,,,,,,,
Наука и техника № 7 1953 г.,,flm0001618,,,,,,,
Новости сельского хозяйства № 5 1953 г.,,flm0001619,,,,,,,
Die Regimentstochter,tt0359892,flm0001620,https://www.imdb.com/title/tt0359892/,,,,,,
Новости дня № 31 1953 г.,,flm0001621,,,,,,,
Киносборник мультипликаций,,flm0001622,,,,,,,
Новости дня № 32 1953 г.,,flm0001623,,,,,,,
Советский спорт № 6 1953 г.,,flm0001624,,,,,,,
Новости дня № 33 1953 г.,,flm0001625,,,,,,,
Новости сельского хозяйства № 6 1953 г.,,flm0001626,,,,,,,
Механик Иван Кулибин,,flm0001627,,,,,,,
Пионерия № 6 1953 г.,,flm0001628,,,,,,,
На первенство Европы по баскетболу 1953 г.,,flm0001629,,,,,,,
Новости сельского хозяйства № 7 1953 г.,,flm0001630,,,,,,,
Друзья-товарищи,tt6371972,flm0001631,https://www.imdb.com/title/tt6371972/,,,,,,
Военно-грузинская дорога,,flm0001632,,,,,,,
Лазурный берег,,flm0001633,,,,,,,
Варвары,tt0045542,flm0001634,https://www.imdb.com/title/tt0045542/,,,,,,
Праздник св. Йоргена,tt0021268,flm0001635,https://www.imdb.com/title/tt0021268/,,,,,,
Метод Василия Колесова,,flm0001636,,,,,,,
Цветик-семицветик,tt2487736,flm0001637,https://www.imdb.com/title/tt2487736/,,,,,,
Иван Николаевич Крамской,,flm0001638,,,,,,,
Валидуб,tt4076306,flm0001639,https://www.imdb.com/title/tt4076306/,,,,,,
Новости дня № 34 1953 г.,,flm0001640,,,,,,,
Новости дня № 35 1953 г.,,flm0001641,,,,,,,
Желтый аист,tt0146357,flm0001642,https://www.imdb.com/title/tt0146357/,,,,,,
Полкан и шавка,tt3790434,flm0001643,https://www.imdb.com/title/tt3790434/,,,,,,
Коломенское,,flm0001644,,,,,,,
На побережье ледовитого океана,,flm0001645,,,,,,,
Лесные путешественники,tt3246414,flm0001646,https://www.imdb.com/title/tt3246414/,,,,,,
Северная Двина,,flm0001647,,,,,,,
По Каме реке,,flm0001648,,,,,,,
Делегации дружбы и мира,,flm0001649,,,,,,,
Dovolená s Andelem,tt0238949,flm0001650,https://www.imdb.com/title/tt0238949/,,,,,,
Озеро Рица,,flm0001651,,,,,,,
Новости дня № 36 1953 г.,,flm0001652,,,,,,,
Варвары 2 серия,tt0045542,flm0001653,https://www.imdb.com/title/tt0045542/,,,,,,
Карпаты,,flm0001654,,,,,,,
Павлиний хвост,tt1794902,flm0001655,https://www.imdb.com/title/tt1794902/,,,,,,
Сердце храбреца,tt6970136,flm0001656,https://www.imdb.com/title/tt6970136/,,,,,,
Крашеный лис,tt6114970,flm0001657,https://www.imdb.com/title/tt6114970/,,,,,,
Концерт мастеров искусств,tt0044806,flm0001658,https://www.imdb.com/title/tt0044806/,,,,,,
Арена смелых,tt0045516,flm0001659,https://www.imdb.com/title/tt0045516/,,,,,,
Наука и техника № 8 1953 г.,,flm0001660,,,,,,,
Новости дня № 37 1953 г.,,flm0001661,,,,,,,
Художник Перов,,flm0001662,,,,,,,
Валентин Серов,,flm0001663,,,,,,,
Артек,,flm0001664,,,,,,,
Софиевка,,flm0001665,,,,,,,
Уманский государственный заповедник,,flm0001666,,,,,,,
Варвары 1 серия,tt0045542,flm0001667,https://www.imdb.com/title/tt0045542/,,,,,,
Pod igoto,tt0234484,flm0001668,https://www.imdb.com/title/tt0234484/,,,,,,
По дорогам трех республик,,flm0001669,,,,,,,
Советский спорт № 7 1953 г.,,flm0001670,,,,,,,
Пионерия № 7 1953 г.,,flm0001671,,,,,,,
У озера Имандра,,flm0001672,,,,,,,
Новости дня № 38 1953 г.,,flm0001673,,,,,,,
Ils étaient cinq,tt0157793,flm0001674,https://www.imdb.com/title/tt0157793/,,,,,,
Новости дня № 39 1953 г.,,flm0001675,,,,,,,
Новости дня № 40 1953 г.,,flm0001676,,,,,,,
Канин-Полуостров,,flm0001677,,,,,,,
Новые цветные мультипликации,,flm0001678,,,,,,,
Товарищеские встречи советских и шведских футболистов,,flm0001679,,,,,,,
Товарищеские состязания футболистов Москвы и Чехословакии,,flm0001680,,,,,,,
Пионерия № 8 1953 г.,,flm0001681,,,,,,,
Римский-Корсаков,tt0045089,flm0001682,https://www.imdb.com/title/tt0045089/,,,,,,
На юге Китая,,flm0001683,,,,,,,
Новости дня № 41 1953 г.,,flm0001684,,,,,,,
Новости дня № 42 1953 г.,,flm0001685,,,,,,,
Советский спорт № 8 1953 г.,,flm0001686,,,,,,,
La chartreuse de Parme,tt0040223,flm0001687,https://www.imdb.com/title/tt0040223/,,,,,,
Лев Толстой,tt0047168,flm0001688,https://www.imdb.com/title/tt0047168/,,,,,,
Новости дня № 43 1953 г.,,flm0001689,,,,,,,
Новости дня № 44 1953 г.,,flm0001690,,,,,,,
Три товарища,tt0129455,flm0001691,https://www.imdb.com/title/tt0129455/,,,,,,
Anna proletárka,tt0149675,flm0001692,https://www.imdb.com/title/tt0149675/,,,,,,
Над Неманом рассвет,tt11574112,flm0001693,https://www.imdb.com/title/tt11574112/,,,,,,
Новости дня № 46 1953 г.,,flm0001694,,,,,,,
Звезда,tt0195307,flm0001695,https://www.imdb.com/title/tt0195307/,,,,,,
Sequoia,tt0025763,flm0001696,https://www.imdb.com/title/tt0025763/,,,,,,
Fury,tt0027652,flm0001697,https://www.imdb.com/title/tt0027652/,,,,,,
Новости дня № 47 1953 г.,,flm0001698,,,,,,,
Новости дня № 48 1953 г.,,flm0001699,,,,,,,
Новости дня № 49 1953 г.,,flm0001700,,,,,,,
Корабли штурмуют бастионы,tt0045973,flm0001701,https://www.imdb.com/title/tt0045973/,,,,,,
На водных просторах,,flm0001702,,,,,,,
Пионерия № 9 1953 г.,,flm0001703,,,,,,,
Состязания футболистов СССР - Индия,,flm0001704,,,,,,,
Новости дня № 50 1953 г.,,flm0001705,,,,,,,
Советский спорт № 9 1953 г.,,flm0001706,,,,,,,
Новости сельского хозяйства № 9 1953 г.,,flm0001707,,,,,,,
Новости сельского хозяйства № 8 1953 г.,,flm0001708,,,,,,,
Пионерия № 4 1953 г.,,flm0001709,,,,,,,
Творцы новой жизни,,flm0001710,,,,,,,
Новости дня № 45 1953 г.,,flm0001711,,,,,,,
Black Legion,tt0027367,flm0001712,https://www.imdb.com/title/tt0027367/,,,,,,
Финская молодежь в СССР,,flm0001713,,,,,,,
Новости дня № 51 1953 г.,,flm0001714,,,,,,,
Haskovy povidky ze stareho mocnarstvi,tt0044691,flm0001715,https://www.imdb.com/title/tt0044691/,,,,,,
Серебристая пыль,tt0169216,flm0001716,https://www.imdb.com/title/tt0169216/,,,,,,
Мастера фарфора,,flm0001717,,,,,,,
Новости дня № 52 1953 г.,,flm0001718,,,,,,,
Озеро Селигер,,flm0001719,,,,,,,
Наука и техника № 9 1953 г.,,flm0001720,,,,,,,
Шелководство в СССР,,flm0001721,,,,,,,
Наука и техника № 10 1953 г.,,flm0001722,,,,,,,
Гусь-Хрустальный,,flm0001723,,,,,,,
Художник Павлов,,flm0001724,,,,,,,
В Домбайской долине,,flm0001725,,,,,,,
Новости дня № 53 1953 г.,,flm0001726,,,,,,,
Художник Поленов,,flm0001727,,,,,,,
Колхоз высоких урожаев,,flm0001728,,,,,,,
Новости дня № 54 1953 г.,,flm0001729,,,,,,,
Новости дня № 55 1953 г.,,flm0001730,,,,,,,
Живой пример,,flm0001731,,,,,,,
Песни родной стороны,,flm0001732,,,,,,,
Алеша Птицын вырабатывает характер,tt0312346,flm0001733,https://www.imdb.com/title/tt0312346/,,,,,,
Застава в горах,tt0212630,flm0001734,https://www.imdb.com/title/tt0212630/,,,,,,
Новости дня № 56 1953 г.,,flm0001735,,,,,,,
Встреча футболистов СССР - Румыния,,flm0001736,,,,,,,
Международные встречи футболистов СССР - Австрия,,flm0001737,,,,,,,
Советский спорт № 10 1953 г.,,flm0001738,,,,,,,
Пионерия № 10 1953 г.,,flm0001739,,,,,,,
Новости дня № 57 1953 г.,,flm0001740,,,,,,,
