person_id,person_name,IMDb_ID
per0006261,Rajlakshmi Devi,nm1025717
per0006262,Meena Kumari,nm0474932
per0006263,Nasir Hussain,nm0403827
per0006264,Rekha Mallick,nm1386137
per0006265,Misra,nm1185730
per0006266,Sarita Devi,nm0222488
per0006267,Ratan Kumar,nm2727823
per0006268,Jagdeep,nm0415556
per0006269,Ramayan Tiwari,nm0864603
per0006270,Chitra,nm0158336
per0006271,Dilip Kumar Jr.,nm1404158
per0006272,Nandkishore Mehra,nm0576486
per0006273,Noor,nm9458927
per0006274,Nana Palsikar,nm0658811
per0006275,Baby Zubeida,nm0045144
per0006276,Prithviraj Kapoor,nm0004432
per0006277,Mansaram,nm0543715
per0006278,Brij Mohan Vyas,nm0904494
per0006279,Rajan,nm0707342
per0006280,Nargis,nm0004291
per0006281,Leela Mishra,nm0592789
per0006282,K.N. Singh,nm0802144
per0006283,Leela Chitnis,nm0158332
per0006284,Om Prakash Mehra,nm2178676
per0006285,Cuckoo,nm0191002
per0006286,Shashi Kapoor,nm0004434
per0006287,Honey O&#x27;Brien,nm0639584
per0006288,Manek Kapoor,nm0438482
per0006289,Prayag Raj,nm0707274
per0006290,Raju,nm0707481
per0006291,Ravi,nm0712429
per0006292,Raj Kapoor,nm0004292
per0006293,Bhagwan Sinha,nm1311365
per0006294,Nimmi,nm0632364
per0006295,Durga Khote,nm0451862
per0006296,Pratima Devi,nm0222473
per0006297,Johnny Walker,nm0907888
per0006298,Habib,nm0352256
per0006299,Gopi Krishna,nm0471438
per0006300,Kalpana Kartik,nm0440235
per0006301,Ratan Gaurang,nm0310172
per0006302,Lalita Kumari,nm0474931
per0006303,M.A. Latif,nm0490175
per0006304,Avery Brundage,nm0116048
per0006305,Nina Otkolenko,nm12876412
per0006306,Ludmila Egorova,nm12876408
per0006307,Galina Rudko,nm12876410
per0006308,Boris Grishaev,nm12876413
per0006309,Albert Azarian,nm12876407
per0006310,Ho Lung,nm12876406
per0006311,Evgeny Novikov,nm12876414
per0006312,Yuri Lita,nm12876411
per0006313,George Agdgomirashvili,nm12876409
per0006314,Jan Cech,nm1775303
per0006315,Jirí Bruder,nm0115695
per0006316,Vladimír Bicík,nm1648023
per0006317,Trude Hesterberg,nm0381692
per0006318,Wolf von Beneckendorff,nm0070657
per0006319,Johannes Maus,nm0561307
per0006320,Fritz Wolff,nm1708565
per0006321,Alwin Lippisch,nm0513647
per0006322,Willi Schwabe,nm0777028
per0006323,Silja Lesny,nm0504238
per0006324,Ursula Kempert,nm0447428
per0006325,Harry Riebauer,nm0726043
per0006326,Charles Hans Vogt,nm0901068
per0006327,Wilhelm Otto Eckhardt,nm0248672
per0006328,Johannes Rhein,nm0722241
per0006329,Heinz Kammer,nm0436826
per0006330,Gerhard Hänsel,nm0405577
per0006331,Thomas Schmidt,nm0773219
per0006332,Izolda Izvitskaya,nm0412841
per0006333,Aleksey Karpenko,nm8697971
per0006334,Vladimir Sokirko,nm0812413
per0006335,Pavel Grubnik,nm0344334
per0006336,Valentina Bespoletova,nm0078736
per0006337,Sergey Feshchenko,nm0275229
per0006338,Natalya Naum,nm0622596
per0006339,Anna Yanushevich,nm8697972
per0006340,Melaniya Kiselyeva,nm8697970
per0006341,Petro Mikhnevych,nm0586510
per0006342,Vera Kuznetsova,nm0476880
per0006343,Elena Dobronravova,nm0229812
per0006344,Iya Arepina,nm0034373
per0006345,Larisa Kronberg,nm0472115
per0006346,Bohuslav Kupsovsky,nm0475532
per0006347,Milan Jedlicka,nm0420056
per0006348,Alena Martinovská,nm1564250
per0006349,Jirí Sovák,nm0816332
per0006350,John Gollwell,nm2041750
per0006351,Zdenek Kryzánek,nm0473068
per0006352,Gustav Heverle,nm0381940
per0006353,Irena Kacírková,nm0434250
per0006354,Misa Kriz,nm9503842
per0006355,Josef Cervinka,nm1145017
per0006356,Stanislav Juna,nm4107510
per0006357,Jirí Vrstála,nm0904159
per0006358,Milos Kopecký,nm0465716
per0006359,Marion Ballou,nm0050923
per0006360,Laura Hope Crews,nm0187711
per0006361,John Bryan,nm0116963
per0006362,Lenore Ulric,nm0880646
per0006363,Daisy Belmore,nm0069371
per0006364,Wilson Benge,nm0071031
per0006365,Greta Garbo,nm0001256
per0006366,Elizabeth Allan,nm0019922
per0006367,Rex O&#x27;Malley,nm0641781
per0006368,Phyllis Barry,nm0058132
per0006369,Lionel Barrymore,nm0000859
per0006370,Lita Chevret,nm0156745
per0006371,May Beatty,nm0064225
per0006372,Georgia Caine,nm0128990
per0006373,Charles Trowbridge,nm0873845
per0006374,Mala,nm0154868
per0006375,Chester Gan,nm0304058
per0006376,Rudolph Anders,nm0026049
per0006377,Rangapo A. Taipoo,nm0846852
per0006378,Teio A. Tematua,nm0854565
per0006379,Lotus Long,nm0519078
per0006380,Józef Nowak,nm0637365
per0006381,Adam Kwiatkowski,nm0477176
per0006382,Wojciech Pilarski,nm1422691
per0006383,Tadeusz Kondrat,nm0464946
per0006384,Miroslaw Szonert,nm0844231
per0006385,Wladyslaw Kornak,nm0465987
per0006386,Stanislaw Jasiukiewicz,nm0419198
per0006387,Stanislaw Milski,nm0590595
per0006388,Zbigniew Józefowicz,nm0433610
per0006389,Ruth Taru-Kowalska,nm0850754
per0006390,Teresa Szmigielówna,nm0844182
per0006391,Janina Kaluska-Szydlowska,nm1464135
per0006392,Halina Przybylska,nm0699479
per0006393,Marian Wyrzykowski,nm0944107
per0006394,Barbara Bienkowska,nm1157243
per0006395,Wanda Bojarska,nm0092490
per0006396,Lidia Korsakówna,nm0466671
per0006397,Waclaw Kowalski,nm0468648
per0006398,Zofia Wilczynska,nm0928305
per0006399,Joanna Walter,nm0910057
per0006400,Michal Gazda,nm0311069
per0006401,Barbara Rachwalska,nm0705151
per0006402,Valeri Sebekin,nm0781016
per0006403,Boria Ignatiev,nm7494622
per0006404,E. Ramzina,nm7494625
per0006405,Boris Arakelov,nm0032880
per0006406,Viktor Brits,nm0110040
per0006407,Natalya Rashevskaya,nm0711141
per0006408,Igor Kasparov,nm5486633
per0006409,Volodia Shakhmametiev,nm7494619
per0006410,Aleksandr Zhukov,nm8254803
per0006411,Vsevolod Kuznetsov,nm0476855
per0006412,Pavel Pol,nm0666942
per0006413,Yekaterina Aleksandrovskaya,nm0017927
per0006414,Charles Laughton,nm0001452
per0006415,Charles Coleman,nm0170969
per0006416,Clara Blandick,nm0087404
per0006417,Margaret Tallichet,nm0848172
per0006418,Catherine Doucet,nm0234692
per0006419,Leonard Elliott,nm0254533
per0006420,Dorothea Kent,nm0448722
per0006421,John Banner,nm0052308
per0006422,Gus Schilling,nm0771696
per0006423,Wen Qin,nm1272831
per0006424,Wei Li,nm0508536
per0006425,Siqing Hu,nm13990983
per0006426,Li Sha,nm2053808
per0006427,Bo Gao,nm0304699
per0006428,Fei Yu,nm1278076
per0006429,Jin Tao,nm0423086
per0006430,Fei Han,nm1251624
per0006431,Fa Zhang,nm1253872
per0006432,Qi Feng,nm0271812
per0006433,Botang Fu,nm1271778
per0006434,Baiqun Sun,nm1302605
per0006435,Shi Shu,nm1253231
per0006436,Zheng Gao,nm1251424
per0006437,Shu Chen,nm0155368
per0006438,Lai Fan,nm1279265
per0006439,Zhihao Lin,nm1300655
per0006440,Zongxiang Guan,nm1251561
per0006441,Yuntai Guo,nm1275835
per0006442,Fei Huang,nm11777559
per0006443,Shun Feng,nm3677896
per0006444,Jinbang Li,nm1276372
per0006445,Li-li Li,nm0508459
per0006446,Liu Jia,nm0514947
per0006447,Yunong Li,nm1280134
per0006448,Yan Li,nm1252186
per0006449,Xin Liang,nm10210056
per0006450,Qing Liu,nm1276424
per0006451,Sai Cheung,nm12232962
per0006452,Shizhi Yu,nm0950558
per0006453,Tang Li,nm8801086
per0006454,Zi Ye,nm1311746
per0006455,Huailin Liu,nm12232662
per0006456,Kuan Shih,nm3364900
per0006457,Lie Tian,nm1281448
per0006458,Jie Liu,nm1254140
per0006459,Rong Zheng,nm1303340
per0006460,Pin Li,nm1310543
per0006461,Ben Niu,nm0069994
per0006462,Shiwen Chen,nm1309602
per0006463,Suying Huang,nm0399048
per0006464,Lan Yu,nm1311759
per0006465,Jianmin Zheng,nm1295681
per0006466,Yong Li,nm1252188
per0006467,Mingde Yu,nm1281782
per0006468,Boxun Zhou,nm0101554
per0006469,Fei Liu,nm1276420
per0006470,Zhi Cheng,nm0155649
per0006471,Baoluo Li,nm1252162
per0006472,Duo Cao,nm1275042
per0006473,Xiao Feng,nm1254506
per0006474,Gongmin Yang,nm3076348
per0006475,Yuanyuan Cai,nm1278753
per0006476,An-an Cai,nm11477238
per0006477,Rui Jiang,nm2125993
per0006478,Feng Chen,nm7706731
per0006479,Ramaz Chkhikvadze,nm0158528
per0006480,Tamari Abashidze,nm0007723
per0006481,Medea Chakhava,nm0149793
per0006482,T. Tushishvili,nm0878243
per0006483,Dodo Abashidze,nm0007717
per0006484,Baadur Tsuladze,nm0875387
per0006485,Gogi Gegechkori,nm0311731
per0006486,Ye. Harutyunyan,nm1350572
per0006487,V. Terzibashyan,nm1662641
per0006488,Romik Pogosyan,nm1662202
per0006489,N. Melkumyan,nm1662540
per0006490,Lilik Hovhannisyan,nm0644486
per0006491,B. Kerobyan,nm1662088
per0006492,Tatul Dilakyan,nm1342215
per0006493,Knarik Saroyan,nm1662606
per0006494,Leonid Leonidov,nm1663714
per0006495,Rubik Khanzadyan,nm1662090
per0006496,Gurgen Gabrielyan,nm1212954
per0006497,George Ashughyan,nm1661925
per0006498,Nersik Oganesyan,nm11245271
per0006499,Vancetti Danelyan,nm1354771
per0006500,Oleg Golubitsky,nm0326728
per0006501,Yuriy Puzyryov,nm0701383
per0006502,Zinaida Rudneva,nm1541133
per0006503,Margarita Anastasyeva,nm0025725
per0006504,Yuriy Medvedev,nm0575951
per0006505,Yuriy Marchenko,nm9513810
per0006506,Tengiz Bolkvadze,nm4080707
per0006507,Vladimir Salnikov,nm0758818
per0006508,Mikheil Chubinidze,nm0160957
per0006509,Igor Bristol,nm0109925
per0006510,Lyusya Bonaryeva,nm9513807
per0006511,Boris Vyazemskiy,nm0895792
per0006512,B. Trofimov,nm0873321
per0006513,Sasha Lyapin,nm9513809
per0006514,Lida Nikonova,nm4080585
per0006515,Yalkap Atajanov,nm4080705
per0006516,Lora Kurskaya,nm9513808
per0006517,Irène Young,nm0949627
per0006518,Hennery,nm0377233
per0006519,Olivier Hussenot,nm0404021
per0006520,Gérard Buhr,nm0119587
per0006521,Geneviève Page,nm0656180
per0006522,Lolita De Silva,nm0211591
per0006523,Gil Delamare,nm0216203
per0006524,Lucien Callamand,nm0130270
per0006525,Henri Rollan,nm0738305
per0006526,Jean-Marc Tennberg,nm0855070
per0006527,Joé Davray,nm0205816
per0006528,Sylvie Pelayo,nm0670771
per0006529,Janet Beecher,nm0066325
per0006530,Gale Sondergaard,nm0814216
per0006531,Eugene Borden,nm0064416
per0006532,Ed Agresti,nm0013306
per0006533,Chris-Pin Martin,nm0552077
per0006534,Robert Lowery,nm0523225
per0006535,J. Edward Bromberg,nm0111297
per0006536,Linda Darnell,nm0001105
per0006537,Belle Mitchell,nm0593146
per0006538,John Bleifer,nm0088197
per0006539,Virginia Field,nm0276065
per0006540,Janet Waldo,nm0907228
per0006541,Eleanor Stewart,nm0829362
per0006542,Florence Baker,nm0048446
per0006543,Margery Manning,nm0543329
per0006544,Lowden Adams,nm0011161
per0006545,Lucile Watson,nm0914778
per0006546,Frances MacInerney,nm0532814
per0006547,Harry Allen,nm0020568
per0006548,Virginia Carroll,nm0126075
per0006549,Maria Ouspenskaya,nm0653642
per0006550,Leda Nicova,nm0630540
per0006551,Janet Shaw,nm0789773
per0006552,Wilfried Ortmann,nm0651315
per0006553,Hans-Peter Minetti,nm0591217
per0006554,Walter E. Fuß,nm1029541
per0006555,Robert Trösch,nm0874588
per0006556,Erich Franz,nm0291831
per0006557,Karla Runkehl,nm0750299
per0006558,Hans-Edgar Stecher,nm0824256
per0006559,Gerhard Lau,nm0490539
per0006560,Martin Flörchinger,nm0281885
per0006561,Erika Dunkelmann,nm0242328
per0006562,Oswald Foerderer,nm1007008
per0006563,Carla Hoffmann,nm1340747
per0006564,Steffie Spira,nm0819025
per0006565,Lotte Loebinger,nm0517234
per0006566,Margot Brühling,nm1080824
per0006567,Jack Hillie,nm2855429
per0006568,Peter Paul Goes,nm0324453
per0006569,Albert Hetterle,nm0381772
per0006570,Walter Jupé,nm0432807
per0006571,Kurt Jung-Alsen,nm0432602
per0006572,Elfriede Florin,nm0283041
per0006573,Wilhelm Kahlmorgen,nm3215383
per0006574,Hannjo Hasse,nm0352050
per0006575,Heinz Hartmann,nm1525921
per0006576,Maximilian Larsen,nm0488853
per0006577,Gerry Wolff,nm0937760
per0006578,Manmohan Krishna,nm0471443
per0006579,Bharat Bhushan,nm0080445
per0006580,Tabassum Govil,nm0045141
per0006581,Bhagwanji,nm1877548
per0006582,Sitaram,nm1234393
per0006583,Rai Mohan,nm0595915
per0006584,Mishra,nm1638411
per0006585,Radhakrishan,nm0705556
per0006586,Kesari,nm0450166
per0006587,Rajan Haksar,nm0354647
per0006588,Nadir,nm0618912
per0006589,Ramesh,nm0708185
per0006590,Bipin Gupta,nm0348467
per0006591,Kuldip Kaur,nm0442444
per0006592,Surendra,nm0839586
per0006593,Tikaram,nm1872587
per0006594,Ludwik Bednarek,nm3127690
per0006595,Bronislaw Pawlik,nm0668037
per0006596,Aleksander Sewruk,nm0786613
per0006597,Maciej Maciejewski,nm0532763
per0006598,Jerzy Antczak,nm0025778
per0006599,Jadwiga Andrzejewska,nm0025767
per0006600,Boleslaw Plotnicki,nm0687446
per0006601,Zofia Perczynska,nm0672931
per0006602,Lucyna Winnicka,nm0935399
per0006603,Malgorzata Lorentowicz,nm0520657
per0006604,Galina Roksanova,nm7651750
per0006605,Vladimir Vladomirskiy,nm3892669
per0006606,Eduard Shapko,nm7651749
per0006607,Genrikh Grigonis,nm7651748
per0006608,Lidiya Shinko,nm7651747
per0006609,Olimpiada Shakh-Paron,nm7651751
per0006610,Zinaida Brovarskaya,nm6870357
per0006611,Anatoliy Kuznetsov,nm0476828
per0006612,Tatyana Mukhina,nm9514137
per0006613,Anatoliy Olontsev,nm2260029
per0006614,Nikifor Kolofidin,nm0464300
per0006615,V. Tiunova,nm1600792
per0006616,Ivan Voronov,nm0903533
per0006617,Fyodor Sakhirov,nm7334350
per0006618,Hermann Bräuer,nm0117536
per0006619,Jutta von Alpen,nm0901871
per0006620,Giacomo Moschini,nm0608314
per0006621,Otto Graf,nm0333736
per0006622,Alfred Schieske,nm0771441
per0006623,Curt Ackermann,nm1289046
per0006624,Karl Martell,nm0551570
per0006625,Erich Ziegel,nm0956055
per0006626,Hilde Körber,nm0477965
per0006627,Aleksandr Kireyev,nm0456345
per0006628,G. Gromov,nm14186960
per0006629,N. Genov,nm0312954
per0006630,Arkadiy Peselev,nm6910665
per0006631,Konstantin Bartashevich,nm0058402
per0006632,David Abraham,nm0008932
per0006633,Nalini Jaywant,nm0419787
per0006634,S. Michael,nm1197387
per0006635,Rashid Khan,nm0451296
per0006636,Habib Tanvir,nm0849872
per0006637,Achala Sachdev,nm0755087
per0006638,Hana Hegerová,nm0373746
per0006639,Vilém Pfeiffer,nm0679448
per0006640,Adolf Král,nm1149571
per0006641,Frantisek Kreuzmann,nm0471082
per0006642,Otto Lackovic,nm0480150
per0006643,Frantisek Kabrhel,nm1772699
per0006644,Peter Paska,nm1775554
per0006645,Cimbalova Muzika Slavka Volaveho,nm1772980
per0006646,Karel Effa,nm0250551
per0006647,Ota Motycka,nm0609584
per0006648,Juraj Chabada,nm5846980
per0006649,Frantisek Zvarík,nm0958903
per0006650,Rudolf Bachlet,nm1772483
per0006651,Olga Adamcíková,nm0010613
per0006652,Ruzena Struhárová,nm0835308
per0006653,Heda Melicherová,nm1110128
per0006654,Magdalena Balíková,nm3451777
per0006655,Jozef Adamec,nm5588346
per0006656,Margita Dalmadyová,nm1538746
per0006657,Vojtech Adamec,nm5846994
per0006658,Elo Romancik,nm0738782
per0006659,Ceskoslovensky Pevecky Sbor,nm1778873
per0006660,Elza Lezhdey,nm0508170
per0006661,Georgi Mikhajlov,nm1484972
per0006662,Vilma Degischer,nm0214748
per0006663,Kurt Preger,nm0695803
per0006664,Kurt Dichtl,nm2364717
per0006665,Heinz Schulbaur,nm0775975
per0006666,Wolfgang Heinz,nm0374594
per0006667,Friedrich Neubauer,nm0626787
per0006668,Emmerich Arleth,nm0035168
per0006669,Grete Zimmer,nm0956617
per0006670,Eduard Strauss Jr.,nm0833785
per0006671,Sergey Belov,nm0069470
per0006672,Nina Urgant,nm0881865
per0006673,Mikhail Ivanov,nm0412060
per0006674,Mariya Galankina,nm0301607
per0006675,Vladimir Fomenko,nm0284441
per0006676,Boris Eder,nm1794151
per0006677,Lyudmila Kasatkina,nm0440433
per0006678,A. Bokarev,nm0092565
per0006679,Polina Chernega,nm0155885
per0006680,Oldrich Vykypel,nm0904543
per0006681,Ema Skálová,nm0805072
per0006682,Vera Bensova,nm1779142
per0006683,Petr Skála,nm0803786
per0006684,Ota Sklencka,nm0804482
per0006685,Bozena Böhmová,nm0127072
per0006686,Jan Skopecek,nm0804653
per0006687,Vilém Besser,nm0078805
per0006688,Jaroslav Tot,nm1778995
per0006689,Otto Simánek,nm0801433
per0006690,Zdenek Rehor,nm0716881
per0006691,Lyubov Baldina,nm7651882
per0006692,Vadim Safronov,nm3068075
per0006693,Daniil Netrebin,nm0626675
per0006694,Mikhail Pinskiy,nm7651883
per0006695,S. Bebeshko,nm9838098
per0006696,Serafim Uvarov,nm9527538
per0006697,Iraida Olenina,nm9527533
per0006698,Aleksandr Radunsky,nm0705901
per0006699,Yelena Ilyushchenko,nm9527534
per0006700,Aleksandr Lapauri,nm0487431
per0006701,Aleksei Yermolayev,nm9527535
per0006702,Lev Loshchilin,nm9527537
per0006703,Vladimir Kudryashov,nm9527536
per0006704,Misha Aronov,nm9515818
per0006705,Natasha Zasluyeva,nm9515820
per0006706,Kseniya Spiridonova,nm9515821
per0006707,Lyonya Krauklis,nm0470077
per0006708,Ksana Bibina,nm9515822
per0006709,Yakov Zaslavsky,nm6913236
per0006710,Borya Burlyaev,nm1199015
per0006711,Vitya Byelov,nm9515819
per0006712,Vladimir Guskov,nm0348891
per0006713,Zamzagul Sharipova,nm11178430
per0006714,Bibigul Tulegenova,nm4726184
per0006715,Lidiya Vlasova,nm11504565
per0006716,Khadisha Zhiyenkulova,nm11504561
per0006717,Vladimir Mukharayev,nm11504563
per0006718,Yerdan Tanybekov,nm11504564
per0006719,Valentina Kharlamova,nm11502836
per0006720,Mayra Abuseitova,nm11504566
per0006721,Svetlana Nazarova,nm11504562
per0006722,T. Bekmetyeva,nm11504567
per0006723,Anatoliy Nakhimov,nm12361905
per0006724,Lyudmila Grudina,nm3963858
per0006725,A. Lavrukhin,nm0492266
per0006726,Lyudmila Tisse,nm1466402
per0006727,Yu. Gospodinova,nm12361904
per0006728,Jacinto Aicardi,nm1057796
per0006729,Amanda Silva,nm1060796
per0006730,Herminia Franco,nm0290554
per0006731,Raúl del Valle,nm0884945
per0006732,Carlos Escobares,nm1058283
per0006733,Carlos Benso,nm1035099
per0006734,Domingo Garibotto,nm0307412
per0006735,Oscar Guerrero,nm1058458
per0006736,Ricardo Carenzo,nm1058041
per0006737,Luis Otero,nm0652819
per0006738,Francisco Audenino,nm0041540
per0006739,Hugo del Carril,nm0140459
per0006740,Pedro Laxalt,nm0493420
per0006741,Eloy Álvarez,nm0959419
per0006742,Gloria Ferrandiz,nm0273896
per0006743,Joaquín Petrocino,nm0678065
per0006744,Mecha López,nm0530274
per0006745,Jacqueline Duc,nm0239681
per0006746,Anne Vernon,nm0894636
per0006747,Lukas Ammann,nm0025045
per0006748,Jean Danet,nm0199431
per0006749,Maria Emo,nm0256589
per0006750,Oleg Strizhenov,nm0830580
per0006751,Pavel Usovnichenko,nm0882413
per0006752,Ewa Krasnodebska,nm0469927
per0006753,Zofia Malynicz,nm0540922
per0006754,Mieczyslaw Stoor,nm0832351
per0006755,Feliks Chmurkowski,nm0158593
per0006756,Marian Rulka,nm0750040
per0006757,Tadeusz Janczar,nm0417361
per0006758,Wlodzimierz Skoczylas,nm0804517
per0006759,Hanna Skarzanka,nm0803903
per0006760,Maria Kierzkowa,nm0452614
per0006761,Andrzej Kozak,nm0468764
per0006762,Seweryn Butrym,nm0125195
per0006763,Natalia Szymanska,nm0844390
per0006764,Yuriy Martynov,nm0554440
per0006765,Valentina Pugachyova,nm0700012
per0006766,Yuriy Perov,nm0674457
per0006767,P. Tsingankova,nm6870243
per0006768,Yuri Dedovich,nm0214136
per0006769,Stanislav Fesyunov,nm0275289
per0006770,Nikolay Dovzhenko,nm0235594
per0006771,Zinaida Kirienko,nm0456423
per0006772,Vladimir Lebedev,nm0495539
per0006773,Svetlana Zhiltsova,nm7807821
per0006774,Valentina Khmara,nm0451693
per0006775,Kira Muratova,nm0613645
per0006776,K. Gomberg,nm6870244
per0006777,Oleg Khromenkov,nm0451971
per0006778,Alain Colomb Daunant,nm2463196
per0006779,Francois Perie,nm2463567
per0006780,Alain Emery,nm0256278
per0006781,Laurent Roche,nm0733952
per0006782,Charles Guillaume,nm2460087
per0006783,Peter Strauss,nm0005471
per0006784,Pierre Moureaux-Nery,nm2462802
per0006785,Pascal Lamorisse,nm0483740
per0006786,Clan-Clan,nm3251213
per0006787,Pierre Bestieux,nm2461942
per0006788,Frank Silvera,nm0798826
per0006789,Charles Fouhetty,nm2464784
per0006790,The Royal Cansino Dancers,nm1291802
per0006791,Frank Morgan,nm0604656
per0006792,Alma Real,nm0714000
per0006793,William V. Mong,nm0597995
per0006794,Victor Varconi,nm0889511
per0006795,Julian Rivero,nm0729480
per0006796,Eduardo Cansino,nm0134444
per0006797,Cy Kendall,nm0447580
per0006798,Charles Collins,nm0172206
per0006799,John Eberts,nm0248181
per0006800,Jim Farley,nm0267650
per0006801,Sam Appel,nm0032221
per0006802,Jack La Rue,nm0479011
per0006803,Lenya Tsyplakov,nm2205289
per0006804,Oleg Rudkovskiy,nm0752042
per0006805,Mikhail Kramar,nm6879123
per0006806,Oleg Kurst,nm8802503
per0006807,Tamara Loginova,nm0517748
per0006808,A. Vershinin,nm8802504
per0006809,Sveta Velichko,nm2209983
per0006810,Asta Vihandi,nm1847538
per0006811,Sergei Plotnikov,nm0687455
per0006812,Alfred Rebane,nm1173087
per0006813,Yuri Rodionov,nm0734878
per0006814,Anna Kushnirenko,nm0476313
per0006815,V. Didenko,nm2023256
per0006816,Ganna Bocenko,nm2029927
per0006817,S. Grinchenko,nm2022115
per0006818,Vasiliy Sukhitskiy,nm1541559
per0006819,Vladimir Maksimenko,nm0538760
per0006820,Taisiya Litvinenko,nm0514836
per0006821,Olga Nozhkina,nm0637597
per0006822,V. Rozumnaya,nm2029895
per0006823,Faina Gaenko,nm2026517
per0006824,Sergei Sibel,nm0796240
per0006825,Domian Kozachkovskiy,nm2029357
per0006826,Lyudmila Sosyura,nm0815389
per0006827,Aleksey Davidenko,nm2026126
per0006828,V. Neborachko,nm2028559
per0006829,Vasil Yaremenko,nm2023024
per0006830,Viviane Romance,nm0738780
per0006831,Lucien Pascal,nm0664282
per0006832,André Roanne,nm0730109
per0006833,André Nicolle,nm0630442
per0006834,Yvette Lebon,nm0495816
per0006835,Jacques Henley,nm0377128
per0006836,Roger Duchesne,nm0239841
per0006837,Paul Velsa,nm0892709
per0006838,Henri Crémieux,nm0190595
per0006839,François Viguier,nm0897150
per0006840,Jean Périer,nm0702423
per0006841,Madeleine Suffel,nm0837328
per0006842,Odette Talazac,nm0847851
per0006843,Jean Didier,nm0225804
per0006844,Abel Jacquin,nm0415231
per0006845,Nadezda Gajerová,nm0301484
per0006846,Oleg Reif,nm0717542
per0006847,Pavla Sucha,nm1773507
per0006848,Josef Dekoj,nm2772075
per0006849,Anna Houdková,nm10236657
per0006850,Lída Matousková,nm0559279
per0006851,Josef Benátský,nm1223436
per0006852,Nicole Courcel,nm0183671
per0006853,Odette Barencey,nm0054436
per0006854,Charles Camus,nm0133410
per0006855,Léon Bary,nm0059499
per0006856,Noël Roquevert,nm0740696
per0006857,Roger Pigaut,nm0683012
per0006858,Émile Drain,nm0236825
per0006859,Annette Poivre,nm0688651
per0006860,Paul Barge,nm0004414
per0006861,Jacques Meyran,nm0583714
per0006862,Nicolas Amato,nm0024177
per0006863,Made Siamé,nm0796183
per0006864,Claire Mafféi,nm0535581
per0006865,Brigitte Auber,nm0041270
per0006866,Ravi Shankar,nm0788170
per0006867,Chandrashekhar Vaidya,nm0151539
per0006868,Reinhold Glière,nm0322926
per0006869,Aram Khachaturyan,nm0006154
per0006870,Boris Novikov,nm0637122
per0006871,Konstantin Russu,nm1137926
per0006872,Giuli Chokhonelidze,nm0158920
per0006873,Nodar Shashigoglu,nm1138094
per0006874,Kirill Stirbu,nm1138261
per0006875,Robert Klyavin,nm0900439
per0006876,Eugeniu Ureche,nm0881836
per0006877,Trifon Gruzin,nm0344763
per0006878,Domnika Dariyenko,nm1135806
per0006879,Georgiy Amirkhanyan,nm14203660
per0006880,Kolya Mishagin,nm14203656
per0006881,Nina Rodionova,nm13107454
per0006882,Sasha Ryzhukhin,nm14203659
per0006883,Eduard Bredun,nm0106653
per0006884,O. Artsimovich,nm14203657
per0006885,Arina Bedrintseva,nm14203655
per0006886,Borya Mityushkin,nm14203658
per0006887,Barbara Everest,nm0263481
per0006888,Jakob Gimpel,nm0319829
per0006889,John Ardizoni,nm0034090
per0006890,Lawrence Grossmith,nm0343749
per0006891,Harry Adams,nm0011009
per0006892,Angela Lansbury,nm0001450
per0006893,Emil Rameau,nm0708147
per0006894,Lassie Lou Ahern,nm0013912
per0006895,Edmund Breon,nm0107631
per0006896,Tom Stevenson,nm0829064
per0006897,Heather Thatcher,nm0857124
per0006898,Joseph Cotten,nm0001072
per0006899,May Whitty,nm0926599
per0006900,Ingrid Bergman,nm0000006
per0006901,Frank Baker,nm0048448
per0006902,Georgi Popov,nm0691337
per0006903,Nevena Buyuklieva,nm0125574
per0006904,Nikola Dadov,nm0196640
per0006905,Atanas Velikov,nm0892526
per0006906,Mihail Tanev,nm0849249
per0006907,Hristo Dinev,nm0227607
per0006908,Dimitar Peshev,nm0675970
per0006909,Stefan Sarbov,nm0764921
per0006910,Ani Damyanova,nm0199002
per0006911,Lyuboslav Stefanov,nm0825025
per0006912,Pyotr Oliferenko,nm9514612
per0006913,Lev Durov,nm0244296
per0006914,Nikolai Smirnov,nm0807049
per0006915,Evgeniy Matveev,nm0560628
per0006916,Aleksandr Blinov,nm0088483
per0006917,Eduardo Arozamena,nm0037060
per0006918,Jaime Jiménez Pons,nm0422876
per0006919,Carlos López Moctezuma,nm0529876
per0006920,Miguel Inclán,nm0408475
per0006921,María Félix,nm0299661
per0006922,José Morcillo,nm0603256
per0006923,José Torvay,nm0869064
per0006924,Carlos Múzquiz,nm0618047
per0006925,Pedro Armendáriz,nm0000784
per0006926,George Kiplunks,nm15742913
per0006927,Purv Pullen,nm0700416
per0006928,George Magrill,nm0536499
per0006929,Roy Atwell,nm0041165
per0006930,Eddie Collins,nm0172287
per0006931,Pinto Colvig,nm0173416
per0006932,James MacDonald,nm0531763
per0006933,Adriana Caselotti,nm0143314
per0006934,Stuart Buchanan,nm0118081
per0006935,Clarence Nash Jr.,nm15720446
per0006936,Scotty Mattraw,nm0560448
per0006937,Harry Stockwell,nm0830968
per0006938,Jack Nill,nm15742917
per0006939,Lucille La Verne,nm0479164
per0006940,Anatoli Aleksin,nm0018004
per0006941,Yan Yanakiyev,nm0945875
per0006942,Boris Gusev,nm0348850
per0006943,Anatoliy Bobrovskiy,nm0090447
