person_id,person_name,IMDb_ID
per0001480,Vasili Kapustin,nm7900605
per0001481,Sofya Khalyutina,nm0451119
per0001482,Nikolai Konovalov,nm0465274
per0001483,Nadezhda Kovalyova,nm7112524
per0001484,Vasili Neshchiplenko,nm0626405
per0001485,Ivan Turchenkov,nm0876907
per0001486,Olga Lenskaya,nm0502220
per0001487,Tamara Makarova,nm0538423
per0001488,Vera Altayskaya,nm0022640
per0001489,Kseniya Kozmina,nm1221093
per0001490,Nikolai Korn,nm0466383
per0001491,Ada Voytsik,nm0901311
per0001492,Nina Ivanova,nm0412132
per0001493,Lidiya Shtykan,nm0795498
per0001494,Natalya Zashchipina,nm0953641
per0001495,Mariya Vinogradova,nm0899062
per0001496,Boris Terentyev,nm0855501
per0001497,Vitya Pavlov,nm7981853
per0001498,Faina Ranevskaya,nm0709993
per0001499,Elena Chaykovskaya,nm3467479
per0001500,Tamara Sezenevskaya,nm6916351
per0001501,Vladimir Kolchin,nm0463959
per0001502,David Markish,nm0548503
per0001503,Villi Mednikov,nm7981855
per0001504,Lyusya Kolomeyets,nm7981854
per0001505,Mikhail Klimov,nm0459555
per0001506,V. Yakushenko,nm0945121
per0001507,Klavdiya Pugachyova,nm0700011
per0001508,Mikhail Tsaryov,nm0874756
per0001509,L. Meshcherin,nm0581840
per0001510,Anastasiya Levshina,nm7015786
per0001511,Anatoliy Bykov,nm7015785
per0001512,Pyotr Galadzhev,nm0301567
per0001513,Fyodor Ivanov,nm0412014
per0001514,Yuriy Lyubimov,nm0529392
per0001515,Viktor Klyucharyov,nm0459897
per0001516,Andrey Martynov,nm0553961
per0001517,Mikhail Derzhavin,nm0220725
per0001518,Pavel Geraga,nm0313860
per0001519,Lev Sverdlin,nm0841214
per0001520,Vasiliy Galaktionov,nm0301576
per0001521,Yekaterina Korchagina-Aleksandrovskaya,nm0466073
per0001522,Aleksey Zubov,nm0958293
per0001523,Lyubov Kalyuzhnaya,nm0436318
per0001524,Aleksandr Grechanyy,nm0337412
per0001525,Luka Lyashenko,nm0527908
per0001526,Sergey Ostroumov,nm1897718
per0001527,Zinaida Karpova,nm0440032
per0001528,Andrey Fayt,nm0265785
per0001529,Nina Shaternikova,nm0789402
per0001530,Pavel Massalsky,nm0557128
per0001531,Andrey Rayevskiy,nm0713126
per0001532,Aleksei Savostyanov,nm1969965
per0001533,Lidiya Sukharevskaya,nm0837726
per0001534,Sergey Martinson,nm0554178
per0001535,Mikhail Troyanovskiy,nm0873933
per0001536,Georgi Menglet,nm0579596
per0001537,Aleksandr Komissarov,nm1746575
per0001538,Nikolai Komissarov,nm0464657
per0001539,Vera Marinich,nm4887096
per0001540,Aleksandr Zhukov,nm0955846
per0001541,Sergey Pryanishnikov,nm0699331
per0001542,Mikhail Rozen-Sanin,nm3742137
per0001543,Vladimir Kenigson,nm0447780
per0001544,Varvara Ryzhova,nm0753521
per0001545,Georgiy Vitsin,nm0900120
per0001546,Anatoliy Zhukov,nm12166918
per0001547,V. Yelyutina,nm1690911
per0001548,Nikolay Aleksandrovich,nm0017923
per0001549,Vladimir Balikhin,nm0050236
per0001550,Anastasiya Zueva,nm0958888
per0001551,Olga Pyzhova,nm0701608
per0001552,Anatoli Ktorov,nm0473308
per0001553,Vladimir Popov,nm0691365
per0001554,Nikolay Boyarskiy,nm0101616
per0001555,Viktor Mironov,nm7390579
per0001556,Lubov Dmitrevskaya,nm4915686
per0001557,Nikolai Khryashchikov,nm0451950
per0001558,Vsevolod Sanaev,nm0760815
per0001559,Marina Gavrilko,nm0310639
per0001560,Alexei Dolinin,nm0231056
per0001561,Valentina Serova,nm0785327
per0001562,Emmanuil Geller,nm0312374
per0001563,Hans Conried,nm0175788
per0001564,Andrew Tombes,nm0866558
per0001565,Iris Adrian,nm0012441
per0001566,Franchot Tone,nm0867144
per0001567,Marion Pierce,nm0682425
per0001568,Frank Jenks,nm0421028
per0001569,Akim Tamiroff,nm0848667
per0001570,Alan Mowbray,nm0610253
per0001571,Florence Bates,nm0060904
per0001572,Stephanie Bachelor,nm0045420
per0001573,Elsa Janssen,nm0418155
per0001574,Sig Arno,nm0036324
per0001575,Roscoe Karns,nm0439850
per0001576,Russell Hicks,nm0382954
per0001577,Pat O&#x27;Brien,nm0002285
per0001578,Evelyn Ankers,nm0030166
per0001579,Reuven Vygodsky,nm7926568
per0001580,Pyotr Masokha,nm0556564
per0001581,Nikolai Makarenko,nm1077283
per0001582,Nina Nikitina,nm0631723
per0001583,Yu. Titov,nm1078114
per0001584,P. Krasilich,nm0469892
per0001585,P. Tatarenko,nm1078085
per0001586,Dmitriy Barvinskiy,nm11423941
per0001587,Dmitriy Kostenko,nm1077082
per0001588,Valentin Dukler,nm0241257
per0001589,Yuriy Bantysh,nm1075952
per0001590,Anna Borisoglebskaya,nm0096833
per0001591,P. Radetskiy,nm11404075
per0001592,Lavrenti Beria,nm0075186
per0001593,Joseph Stalin,nm0821672
per0001594,Mikhail Kalinin,nm0435815
per0001595,Konstantin Rokossovsky,nm0737995
per0001596,Georgi Malenkov,nm0539359
per0001597,Georgi Zhukov,nm0955850
per0001598,Semyon Budyonny,nm0119089
per0001599,Leonid Khmara,nm0451691
per0001600,Vyacheslav Molotov,nm0597254
per0001601,Kliment Voroshilov,nm0903548
per0001602,Yelena Maksimova,nm0538791
per0001603,Heinrich Greif,nm0333631
per0001604,Boris Belskiy,nm9281905
per0001605,Ivan Chuvelyov,nm0161548
per0001606,Konstantin Nassonov,nm0621901
per0001607,Valentina Sorogozhskaya,nm0815114
per0001608,Vsevolod Kupetskiy,nm11492672
per0001609,Viktor Bubnov,nm0117835
per0001610,Nikolay Sidorkin,nm7272056
per0001611,Sergey Nikonov,nm0631966
per0001612,Mikhail Rumyantsev,nm1465800
per0001613,Pavel Volkov,nm0901521
per0001614,Pyotr Kirillov,nm0456393
per0001615,Ivan Selyanin,nm0783651
per0001616,Lidiya Kartashyova,nm0440213
per0001617,Anatoliy Kuznetsov,nm0476827
per0001618,Aleksandr Chistyakov,nm0158297
per0001619,Valentina Kibardina,nm0452119
per0001620,Boris Zhukovsky,nm0955876
per0001621,Yuriy Tolubeev,nm0866264
per0001622,Willy A. Kleinau,nm0459032
per0001623,Arno Paulsen,nm0667293
per0001624,Walter Brandt,nm0105014
per0001625,Werner Peters,nm0676729
per0001626,Tamara Osske,nm1323851
per0001627,Karl Kendzia,nm0447739
per0001628,Norbert Christian,nm0160065
per0001629,Kurt Oligmüller,nm0646418
per0001630,Wilhelm Koch-Hooge,nm0462442
per0001631,Herbert Rüdiger,nm0749141
per0001632,Heinz Hinze,nm0386083
per0001633,Erwin Geschonneck,nm0315116
per0001634,Gerhard Bienert,nm0081499
per0001635,Harald Mannl,nm0543452
per0001636,Alice Treff,nm0871710
per0001637,Lutz Götz,nm0351483
per0001638,Hanns Groth,nm0343843
per0001639,Boris Livanov,nm0515104
per0001640,Boris Shukhmin,nm1142706
per0001641,Olga Viklandt,nm0897256
per0001642,Viktor Stanitsyn,nm0822337
per0001643,Sofya Garrel,nm0307196
per0001644,Vladimir Druzhnikov,nm0238682
per0001645,Antonin Pankryshev,nm1450902
per0001646,Sofiya Magarill,nm0535733
per0001647,Mikhail Sadovsky,nm0755630
per0001648,Nikolai Mordvinov,nm0603310
per0001649,Laird Cregar,nm0187284
per0001650,Reginald Owen,nm0654239
per0001651,William Austin,nm0042552
per0001652,Edmund Gwenn,nm0350324
per0001653,Richard Haydn,nm0370821
per0001654,Ernest Cossart,nm0181960
per0001655,Arleen Whelan,nm0924011
per0001656,Morton Lowry,nm0523353
per0001657,C. Montague Shaw,nm0789637
per0001658,Russell Burroughs,nm0123217
per0001659,Will Stanton,nm0822820
per0001660,Maurice Cass,nm0143912
per0001661,Anne Baxter,nm0000879
per0001662,Lionel Pape,nm0660402
per0001663,Jack Benny,nm0000912
per0001664,Claud Allister,nm0021502
per0001665,Kay Francis,nm0290215
per0001666,James Ellison,nm0255199
per0001667,Brian Donlevy,nm0002046
per0001668,Paul Hurst,nm0403636
per0001669,Bobs Watson,nm0914519
per0001670,Tyrone Power,nm0000061
per0001671,Alice Brady,nm0103567
per0001672,Don Ameche,nm0000747
per0001673,Tom Brown,nm0114805
per0001674,Phyllis Brooks,nm0112198
per0001675,Tyler Brooke,nm0111751
per0001676,Billy Watson,nm0914517
per0001677,Madame Sul-Te-Wan,nm0837801
per0001678,Alice Faye,nm0269647
per0001679,Berton Churchill,nm0161414
per0001680,Sidney Blackmer,nm0085782
per0001681,J. Anthony Hughes,nm0400658
per0001682,Gene Reynolds,nm0721728
per0001683,Andy Devine,nm0222596
per0001684,June Storey,nm0832475
per0001685,Vasiliy Zaychikov,nm0952144
per0001686,Konstantin Mikhaylov,nm0586441
per0001687,Matvei Lyarov,nm0527903
per0001688,Mirshakid Mirakilov,nm1717015
per0001689,Nikolay Volkov,nm0901526
per0001690,Ivan Bobrov,nm0090434
per0001691,Abid Talipov,nm1717319
per0001692,M. Mirzakarimova,nm0592606
per0001693,Robert Ross,nm4557783
per0001694,Tamara Chistyakova,nm1472222
per0001695,Nina Zorskaya,nm0957990
per0001696,Konstantin Lishafaev,nm7176401
per0001697,Evgeniy Teterin,nm0856515
per0001698,Lyubov Orlova,nm0650144
per0001699,Sergei Romodanov,nm0739739
per0001700,Gari Minovitskaya,nm0591634
per0001701,Dorothy Lamour,nm0483787
per0001702,John Carradine,nm0001017
per0001703,Movita,nm0610230
per0001704,Jon Hall,nm0355755
per0001705,C. Aubrey Smith,nm0807580
per0001706,Mary Astor,nm0000802
per0001707,Spencer Charters,nm0153556
per0001708,Lei Aloha,nm1599746
per0001709,Anne Chevalier,nm0156617
per0001710,Raymond Massey,nm0557339
per0001711,John Casey,nm0143451
per0001712,Mamo Clark,nm0164238
per0001713,Lionel Braham,nm0103958
per0001714,Layne Tom Jr.,nm0866285
per0001715,Al Kikume,nm0452866
per0001716,Thomas Mitchell,nm0593775
per0001717,Jerome Cowan,nm0184578
per0001718,Kuulei De Clercq,nm0208048
per0001719,Serke Kozhamkulov,nm0468832
per0001720,Sholpan Dzhandarbekova,nm8697429
per0001721,Zoya Tadzhitdinova,nm11529444
per0001722,Amina Umurzakova,nm0880920
per0001723,Zhagda Oguzbayev,nm7110441
per0001724,Saifullah Telgarayev,nm3462100
per0001725,Yeleubai Umurzakov,nm0880919
per0001726,Marat Syzdykov,nm9871881
per0001727,Tamara Kosubayeva,nm0467553
per0001728,Ataibek Zholumbetov,nm0955728
per0001729,Shaken Ajmanov,nm0015004
per0001730,Kamal Karmysov,nm8697431
per0001731,Kapan Badyrov,nm0046167
per0001732,Kalibek Kuanyshbayev,nm0473344
per0001733,Rakhia Koychubayeva,nm1058723
per0001734,Dariga Tnalina,nm5014535
per0001735,V. Zamyatin,nm1717434
per0001736,S. Shinkevich,nm1717265
per0001737,Mikhail Yekaterininsky,nm0947329
per0001738,O. Korovatskii,nm1716905
per0001739,Vera Pomerants,nm0690061
per0001740,Nikolay Sunozov,nm1717310
per0001741,Vladimir Ponomaryov,nm0690474
per0001742,Valentina Ivashova,nm0412202
per0001743,Alik Letichevsky,nm0504685
per0001744,Emma Malaya,nm0539031
per0001745,Viktor Vinogradov,nm0899055
per0001746,Yelizaveta Khutornaya,nm11599539
per0001747,Rudolf Boettger,nm3395495
per0001748,Hermann Göring,nm0351425
per0001749,Hans-Erich Voss,nm3392847
per0001750,Benito Mussolini,nm0615907
per0001751,Adolf Hitler,nm0386944
per0001752,Wilhelm Keitel,nm0445198
per0001753,Helmuth Weidling,nm0917776
per0001754,Vasiliy Chuikov,nm3392933
per0001755,Carl Spaatz,nm0816465
per0001756,Ekaterina Osmyalovskaya,nm0652143
per0001757,Aleksey Vatulya,nm0890962
per0001758,Nikolay Zimovets,nm0956897
per0001759,Amvrosi Buchma,nm0118210
per0001760,Mariya Samosvat,nm0760005
per0001761,Mikhail Vysotsky,nm0084266
per0001762,Grigoriy Dolgov,nm0231011
per0001763,Viktor Khalatov,nm0451056
per0001764,Vera Slavina,nm0806250
per0001765,Venyamin Zuskin,nm0958834
per0001766,Samuil Stollerman,nm7310987
per0001767,Ivan Kononenko-Kozelskiy,nm0465240
per0001768,Bruce Belfrage,nm0067793
per0001769,Aleksandra Denisova,nm0219235
per0001770,Vera Krasovitskaya,nm1593667
per0001771,Yuriy Bogolyubov,nm0091881
per0001772,Nikolay Temyakov,nm0854818
per0001773,Galina Sergeyeva,nm0785115
per0001774,Georgi Bobynin,nm0090472
per0001775,Leonid Kulakov,nm7113430
per0001776,Georgi Gumilevsky,nm0347941
per0001777,Mikhail Nazvanov,nm0623442
per0001778,Aleksandr Mgebrov,nm0583871
per0001779,Yuri Pomerantsev,nm0690064
per0001780,Maksim Mikhaylov,nm0586444
per0001781,Andrei Abrikosov,nm0009372
per0001782,Mikhail Devyatkin,nm0223001
per0001783,Aleksei Yan,nm0945797
per0001784,Sergei Karnovich-Valua,nm0439839
per0001785,S. Rakhmanin,nm11964974
per0001786,Vladimir Maryev,nm0546543
per0001787,Aleksandr Zrazhevsky,nm0958112
per0001788,Galina Inyutina,nm0409486
per0001789,Elena Kuznetsova,nm6926835
per0001790,Valentina Karavayeva,nm0439026
per0001791,Antoni Khodursky,nm0451726
per0001792,Yura Novitsky,nm5777166
per0001793,Aleksey Krasnopolsky,nm0469935
per0001794,Grigori Konsky,nm0465341
per0001795,Vladimir Lepko,nm0503316
per0001796,Ivan Lobyzovskiy,nm1252249
per0001797,Viktor Pestovskiy,nm12224399
per0001798,Nikolai Nikitich,nm0631699
per0001799,Aleksandr Sashin-Nikolskiy,nm0759837
per0001800,Sergei Antimonov,nm0031072
per0001801,Pyotr Glebov,nm0322379
per0001802,Boris Tolmazov,nm0866172
per0001803,Nikita Kondratyev,nm0464961
per0001804,Konstantin Starostin,nm0823440
per0001805,Anna Volgina,nm0901418
per0001806,Sergey Kulagin,nm0474416
per0001807,Andrei Korablev,nm2611228
per0001808,Sofya Levitina,nm0506183
per0001809,Nikolay Smorchkov,nm0810673
per0001810,Dmitriy Popov,nm1248914
per0001811,Eduard Gunn,nm0348169
per0001812,Vasili Novikov,nm0637133
per0001813,Nikolay Pogodin,nm0688237
per0001814,Georgi Chernovolenko,nm0155955
per0001815,Zoya Rusina,nm0750790
per0001816,Ivan Arkadin,nm0035025
per0001817,Norma Drury,nm0092911
per0001818,Heather Angel,nm0029456
per0001819,Juliette Compton,nm0174051
per0001820,Gladys Cooper,nm0178066
per0001821,Gilbert Emery,nm0256298
per0001822,Ronald Sinclair,nm0801721
per0001823,Miles Mander,nm0541766
per0001824,Guy Kingsford,nm0455490
per0001825,Sara Allgood,nm0021329
per0001826,Jimmy Aubrey,nm0041410
per0001827,Leonard Carey,nm0136988
per0001828,Olaf Hytten,nm0405340
per0001829,Luis Alberni,nm0016422
per0001830,Halliwell Hobbes,nm0387561
per0001831,Henry Wilcoxon,nm0928295
per0001832,Vivien Leigh,nm0000046
per0001833,Laurence Olivier,nm0000059
per0001834,Nikolai Chistyakov,nm0158298
per0001835,Georgiy Budarov,nm0118881
per0001836,Aleksandr Kostomolotsky,nm0467488
per0001837,Sofya Belova,nm1084928
per0001838,Klavdiya Belova,nm2631505
per0001839,Mikhail Yanshin,nm0946263
per0001840,Nikolai Plotnikov,nm0687451
per0001841,Oleg Lipkin,nm3818852
per0001842,Vladimir Voronov,nm1448651
per0001843,Sabina Lukovskaya,nm7987572
per0001844,Nikolay Khmelyov,nm0451702
per0001845,Olga Androvskaya,nm0029107
per0001846,Nikandr Baronov,nm7987571
per0001847,Leo Mostovoy,nm0609233
per0001848,Susan Peters,nm0676688
per0001849,Vladimir Sokoloff,nm0812453
per0001850,Tamara Shayne,nm0790175
per0001851,Michael Chekhov,nm0155011
per0001852,Robert Taylor,nm0001791
per0001853,John Hodiak,nm0388303
per0001854,John Wengraf,nm0920987
per0001855,Patricia Prest,nm0696331
per0001856,Konstantin Shayne,nm0790164
per0001857,Robert Benchley,nm0070361
per0001858,Barbara Bulgakov,nm0092926
per0001859,Darryl Hickman,nm0382718
per0001860,Felix Bressart,nm0107795
per0001861,Jacqueline White,nm0924916
per0001862,Zoia Karabanova,nm0438677
per0001863,Joan Lorring,nm0521156
per0001864,Leo Bulgakov,nm0119886
per0001865,Yevgeniya Melnikova,nm0540344
per0001866,N. Otto,nm0653285
per0001867,Vladimir Volodin,nm0901673
per0001868,Sergey Stolyarov,nm0831641
per0001869,Jim Patterson,nm0666269
per0001870,Fyodor Kurikhin,nm0475714
per0001871,Vladimir Durov,nm6352921
per0001872,Vladimir Kandelaki,nm0437211
per0001873,Coretti Arle-Titz,nm1077076
per0001874,Solomon Mikhoels,nm0586415
per0001875,Ekaterina Sipavina,nm0802603
per0001876,Henry Travers,nm0871287
per0001877,Addison Richards,nm0723935
per0001878,Rita Johnson,nm0426089
per0001879,Guy D&#x27;Ennery,nm0195642
per0001880,Grant Mitchell,nm0593372
per0001881,Arthur Aylesworth,nm0043849
per0001882,Jay Ward,nm0911600
per0001883,Peter Godfrey,nm0324013
per0001884,Byron Foulger,nm0288304
per0001885,George Lessey,nm0504353
per0001886,Gene Lockhart,nm0516876
per0001887,Lynne Overman,nm0653892
per0001888,Charles Coburn,nm0002013
per0001889,Spencer Tracy,nm0000075
per0001890,Milton Parsons,nm0663875
per0001891,Mikhail Kholodov,nm0451763
per0001892,Sergei Vecheslov,nm0891621
per0001893,Avenir Gulkovskiy,nm13892122
per0001894,Vladimir Dorofeyev,nm0233954
per0001895,Nikolay Rybnikov,nm0006490
per0001896,Leonid Knyazev,nm1109797
per0001897,Tatyana Okunevskaya,nm0645809
per0001898,Pyotr Skorokhod,nm0804709
per0001899,Aleksey Tarshin,nm0850715
per0001900,Irena Murova,nm0614042
per0001901,Cheslav Sushkevich,nm0839829
per0001902,B. Goncharov,nm0327198
per0001903,Vladimir Osvetsimsky,nm0652616
per0001904,Aleksey Dobronravov,nm0229806
per0001905,Dmitri Golubinsky,nm0326725
per0001906,Mikhail Romenskiy,nm0739214
per0001907,Yevgeniya Opalova,nm0649043
per0001908,Sergey Petrov,nm0678193
per0001909,Mikhail Grodskiy,nm0342846
per0001910,Mikhail Romanov,nm0738657
per0001911,Sofya Golemba,nm7662347
per0001912,Liliya Gritsenko,nm0342676
per0001913,Nikolay Chesnokov,nm12851120
per0001914,Nikolay Panchekhin,nm7662348
per0001915,Grigoriy Bolshakov,nm7662346
per0001916,Benny Baker,nm0048256
per0001917,Michelette Burani,nm0120706
per0001918,Jan Kiepura,nm0452549
per0001919,Charles Judels,nm0431882
per0001920,William Collier Sr.,nm0171874
per0001921,Monte Carter,nm0141835
per0001922,Nick Thompson,nm0860549
per0001923,Philip Merivale,nm0580882
per0001924,Mattie Edwards,nm0250207
per0001925,Robert Milasch,nm0586903
per0001926,Gladys Swarthout,nm0841932
per0001927,John Miltern,nm0590636
per0001928,Chloe Douglas,nm0234988
per0001929,Sidney Toler,nm0866010
per0001930,Constantine Romanoff,nm0738976
per0001931,Anatoly Korolkevich,nm0466556
per0001932,Anna Sergeyeva,nm0785113
per0001933,Leontina Dyomina,nm3043573
per0001934,Sergei Lemeshev,nm0501269
per0001935,Vyacheslav Dugin,nm4247477
per0001936,Yelena Izmailova,nm0412755
per0001937,Sergey Komarov,nm0464561
per0001938,Inna Makarova,nm0538415
per0001939,Aleksandr Usachyov,nm7668117
per0001940,Sergey Neradovskiy,nm7668116
per0001941,Nadezhda Skarskaya,nm7668114
per0001942,Pavel Bogdanov,nm7668113
per0001943,P. Klochkovskiy,nm7668115
per0001944,Vladimir Taskin,nm0850933
per0001945,Tatyana Bulakh-Gardina,nm0119840
per0001946,Georgi Bushuyev,nm3041905
per0001947,Mikhail Gurinenko,nm0348627
per0001948,Fyodor Seleznyov,nm0783086
per0001949,Vadim Gusev,nm3170562
per0001950,Vladimir Vesnovsky,nm0895258
per0001951,Nikolay Golovin,nm5691148
per0001952,Ivan Guzikov,nm1454605
per0001953,Raisa Yesipova,nm0947729
per0001954,Walter Hudd,nm0399648
per0001955,Allan Jeayes,nm0420011
per0001956,D.J. Williams,nm0930336
per0001957,Harry Lane,nm0485354
per0001958,Udham Singh,nm11266752
per0001959,W.E. Holloway,nm0391373
per0001960,Wilfrid Hyde-White,nm0405035
per0001961,Iravatha,nm0409813
per0001962,Bruce Gordon,nm0330049
per0001963,Ilya Bereznyak,nm11425400
per0001964,Lazar Meyerson,nm11425401
per0001965,Vladimir Lisovskiy,nm0514147
per0001966,Anna Meshcheryakova,nm7565223
per0001967,Boris Avsharov,nm4566565
per0001968,V. Poddubnyi,nm2178677
per0001969,S.P. Dubrovskiy,nm11425402
per0001970,Hnat Yura,nm0950998
per0001971,N.K. Zakharov,nm11425399
per0001972,Yelena Yegorova,nm0947279
per0001973,Georgiy Uvarov,nm0880747
per0001974,Margarita Lifanova,nm1183320
per0001975,Viktor Seleznyov,nm0783088
per0001976,Leonid Pirogov,nm0685236
per0001977,Sergey Filippov,nm0277140
per0001978,Oleg Bobrov,nm0090436
per0001979,Sergey Ild,nm7323341
per0001980,Boris Bodrov,nm7323340
per0001981,T. Stravinskaya,nm7337987
per0001982,Aleksandr Shirshov,nm0794401
per0001983,Nikolai Leonov,nm0503090
per0001984,Konstantin Zlobin,nm0957438
per0001985,Vadik Fedotov,nm6894336
per0001986,Valentina Romanova,nm0739032
per0001987,Vladimir Tumalaryants,nm1253537
per0001988,Tatyana Guretskaya,nm0330780
per0001989,Evgenia Mezentseva,nm1779498
per0001990,Mikhail Mukhin,nm0586507
per0001991,Nina Sukhotskaya,nm0837746
per0001992,V. Lavrinovich,nm0492247
per0001993,Pyotr Repnin,nm0720076
per0001994,Vladimir Osenev,nm0651845
per0001995,Vsevolod Yakut,nm0945132
per0001996,Anatoliy Goryunov,nm0331419
per0001997,Valentina Kuznetsova,nm0476879
per0001998,Boris Tamarin,nm0848469
per0001999,Vera Malinovskaya,nm0539700
per0002000,Ivan Moskvin,nm0608805
per0002001,Vassiliy Tikhomirov,nm4902481
per0002002,Nikolai Kostromskoy,nm0467518
per0002003,Nikolai Aleksandrov,nm0017899
per0002004,Pauline Moore,nm0601733
per0002005,Georges Renavent,nm0719292
per0002006,Binnie Barnes,nm0001931
per0002007,Egon Brecher,nm0106504
per0002008,Douglass Dumbrille,nm0241523
per0002009,The Ritz Brothers,nm1360648
per0002010,Joseph Schildkraut,nm0771584
per0002011,Lionel Atwill,nm0041172
per0002012,Lester Matthews,nm0560091
per0002013,Moroni Olsen,nm0647752
per0002014,Gloria Stuart,nm0001784
per0002015,John &#x27;Dusty&#x27; King,nm0454878
per0002016,Gregory Gaye,nm0310843
per0002017,Aram Kuk,nm1077110
per0002018,Weyland Rodd,nm0734460
per0002019,Azarik Messerer,nm1077387
per0002020,Vsevolod Larionov,nm0488198
per0002021,Viktor Kulakov,nm0474428
per0002022,Sergei Tsenin,nm0874925
per0002023,Olga Borovikova,nm0097243
per0002024,R. Dneprova-Chajka,nm0229433
per0002025,Pyotr Savin,nm0767718
per0002026,Artavazd Kefchiyan,nm0444878
per0002027,P. Valeryanov,nm0884629
per0002028,Tamara Alyoshina,nm0023658
per0002029,Yakov Gudkin,nm0328964
per0002030,Alla Parfanyak,nm0661395
per0002031,Arthur Treacher,nm0871546
per0002032,Gregory Ratoff,nm0711855
per0002033,Jed Prouty,nm0698985
per0002034,Troy Brown Sr.,nm0112937
per0002035,Mariska Aldrich,nm0017689
per0002036,Claudia Coleman,nm0170984
per0002037,Charles Richman,nm0725021
per0002038,Nora Cecil,nm0147704
per0002039,Joyce Compton,nm0174049
per0002040,Robert Dalton,nm0198343
per0002041,Wendy Barrie,nm0057412
per0002042,Sammy Blum,nm0089702
per0002043,Gino Corrado,nm0180679
per0002044,Lawrence Tibbett,nm0862546
per0002045,Madge Bellamy,nm0068705
per0002046,K. Zubkov,nm0958283
per0002047,Pavel Dozhdev,nm0236534
per0002048,Vladimir Maruta,nm0555453
per0002049,Valentina Dancheva,nm0199177
per0002050,Aleksandr Gruzinsky,nm0344766
per0002051,A. Smolko,nm0810609
per0002052,Nikolai Valbert,nm0883520
per0002053,Iosif Tolchanov,nm0865893
per0002054,Lidiya Deikun,nm0215068
per0002055,Igor Ilyinsky,nm0407970
per0002056,Yeva Milyutina,nm0590758
per0002057,Vasili Toporkov,nm0867722
per0002058,Antonina Savchenko,nm2614144
per0002059,Konstantin Zyubko,nm2614357
per0002060,Boris Karlash-Verbitsky,nm0439465
per0002061,Yuriy Shilov,nm1182447
per0002062,Arkadi Arkadyev,nm0035023
per0002063,Aleksandr Kleberer,nm0458529
per0002064,Vitaliy Kravchenko,nm0470393
per0002065,Serafim Zaytsev,nm2355165
per0002066,Anna Petukhova,nm0678833
per0002067,Nikolai Orlov,nm0650127
per0002068,Yakov Rykov,nm3818254
per0002069,Anatoli Shalayev,nm0787709
per0002070,Lidiya Vinogradova,nm11412480
per0002071,Mariya Mironova,nm0592498
per0002072,Pavel Olenev,nm0646271
per0002073,Revekka Gendlina,nm11412479
per0002074,Aleksandr Gerr,nm0311779
per0002075,Mikhail Gluzskiy,nm0323311
per0002076,Emma Tsesarskaya,nm0155705
per0002077,Leonid Yurenev,nm0951029
per0002078,Raisa Puzhnaya,nm0701364
per0002079,A. Sashin,nm1142607
per0002080,Naum Rogozhin,nm0737398
per0002081,Ivan Bykov,nm5797633
per0002082,Aleksandr Grave,nm0336173
per0002083,Vitali Doronin,nm0233983
per0002084,Mikhail Zilov,nm1143165
per0002085,Evgeniy Velikhov,nm0892525
per0002086,Galina Grigoreva,nm0341939
per0002087,Sergei Yurtsev,nm1140247
per0002088,Sergei Troitsky,nm0873391
per0002089,Lev Krovitskiy,nm8263960
per0002090,Aleksandr Gromov,nm0343041
per0002091,Semyon Kornev,nm11612197
per0002092,Mariya Domashyova,nm0231313
per0002093,Nikodim Gippius,nm0157152
per0002094,Viktor Merkuriev,nm0580955
per0002095,Zanis Katlaps,nm6625450
per0002096,Ivan Savelyev,nm3893125
per0002097,Yu. Ototskiy,nm11766654
per0002098,Vitali Politseymako,nm0689255
per0002099,Pavel Shtraus,nm5466280
per0002100,Sig Ruman,nm0750079
per0002101,Christian Rub,nm0747759
per0002102,Curt Bois,nm0092290
per0002103,Bert Roach,nm0729991
per0002104,Fernand Gravey,nm0336380
per0002105,Al Shean,nm0790383
per0002106,Henry Hull,nm0401434
per0002107,Alma Kruger,nm0472557
per0002108,George Houston,nm0396829
per0002109,Miliza Korjus,nm0466295
per0002110,Herman Bing,nm0082884
per0002111,Hugh Herbert,nm0001890
per0002112,Leonid Kinskey,nm0455893
per0002113,Greta Meyer,nm0583135
per0002114,Luise Rainer,nm0707023
per0002115,Minna Gombell,nm0326809
per0002116,Jeanne Christy,nm1036395
per0002117,Peter Behn,nm0066951
per0002118,Stan Alexander,nm0018755
per0002119,Tim Davis,nm0205561
per0002120,Ann Gillis,nm0319268
per0002121,Cammie King Conlon,nm0454541
per0002122,Janet Chapman,nm0152398
per0002123,Jack Horner,nm0395106
per0002124,Bobette Audrey,nm1027883
per0002125,Marion Darlington,nm0201428
per0002126,Hardie Albright,nm0017013
per0002127,Otis Harlan,nm0363227
per0002128,Eddie Holden,nm0390187
per0002129,Dolyn Bramston Cook,nm1028730
per0002130,Thelma Boardman,nm1028218
per0002131,Sterling Holloway,nm0001359
per0002132,Donnie Dunagan,nm0241760
per0002133,Sam Edwards,nm0249855
per0002134,Frederick Burtwell,nm0123790
per0002135,Mary Morris,nm0606783
per0002136,Bruce Winston,nm0935565
per0002137,Joe Bacon,nm0045792
per0002138,Morton Selten,nm0783527
per0002139,June Duprez,nm0243454
per0002140,Roy Emerton,nm0256276
per0002141,Hay Petrie,nm0677961
per0002142,Conrad Veidt,nm0891998
per0002143,Rex Ingram,nm0002270
